           Day,    Flow (cfs),Direct Runoff (cfs),Base Flow (cfs),,Base Flow Index (BFI): 0.228
30,1.22,0.48,0.74,,
31,1.2,0.47,0.73,,
1,0.67,0,0.67,,
2,0.7,0.04,0.66,,
3,0.7,0.06,0.64,,
4,0.66,0.03,0.63,,
5,0.62,0,0.62,,
6,0.64,0.03,0.61,,
7,0.63,0.03,0.6,,
8,0.61,0.03,0.58,,
9,0.55,0,0.55,,
10,0.62,0.08,0.54,,
11,0.68,0.15,0.53,,
12,0.61,0.09,0.52,,
13,0.61,0.1,0.51,,
14,0.65,0.15,0.5,,
15,0.6,0.11,0.49,,
16,0.6,0.12,0.48,,
17,0.61,0.13,0.48,,
18,0.56,0.09,0.47,,
19,0.61,0.15,0.46,,
20,0.53,0.08,0.45,,
21,0.55,0.11,0.44,,
22,0.53,0.09,0.44,,
23,0.52,0.09,0.43,,
24,0.51,0.09,0.42,,
25,0.49,0.08,0.41,,
26,0.45,0.05,0.4,,
27,0.45,0.05,0.4,,
28,0.49,0.1,0.39,,
29,0.44,0.06,0.38,,
30,0.52,0.14,0.38,,
1,0.48,0.11,0.37,,
2,0.47,0.11,0.36,,
3,0.45,0.09,0.36,,
4,0.47,0.12,0.35,,
5,0.46,0.11,0.35,,
6,0.39,0.05,0.34,,
7,0.36,0.03,0.33,,
8,0.39,0.06,0.33,,
9,0.35,0.03,0.32,,
10,0.35,0.04,0.31,,
11,0.34,0.03,0.31,,
12,0.36,0.06,0.3,,
13,0.33,0.03,0.3,,
14,0.38,0.09,0.29,,
15,0.38,0.09,0.29,,
16,0.38,0.1,0.28,,
17,0.35,0.07,0.28,,
18,0.37,0.1,0.27,,
19,0.3,0.03,0.27,,
20,0.32,0.06,0.26,,
21,0.35,0.09,0.26,,
22,0.33,0.08,0.25,,
23,0.36,0.11,0.25,,
24,0.36,0.11,0.25,,
25,0.36,0.12,0.24,,
26,0.36,0.12,0.24,,
27,0.34,0.1,0.24,,
28,0.29,0.06,0.23,,
29,0.29,0.06,0.23,,
30,0.3,0.08,0.22,,
31,0.3,0.08,0.22,,
1,0.35,0.13,0.22,,
2,0.35,0.13,0.21,,
3,0.36,0.15,0.21,,
4,0.34,0.14,0.21,,
5,0.31,0.1,0.2,,
6,0.31,0.11,0.2,,
7,0.31,0.11,0.2,,
8,0.28,0.09,0.2,,
9,0.31,0.12,0.19,,
10,0.31,0.12,0.19,,
11,0.29,0.1,0.19,,
12,0.33,0.14,0.19,,
13,0.32,0.13,0.18,,
14,0.56,0.38,0.18,,
15,0.55,0.37,0.18,,
16,3.03,2.82,0.21,,
17,1.44,1.22,0.22,,
18,1.4,1.18,0.22,,
19,0.68,0.46,0.22,,
20,6.62,6.34,0.28,,
21,8,7.65,0.35,,
22,2.61,2.24,0.37,,
23,2.86,2.47,0.38,,
24,1.67,1.28,0.39,,
25,1.45,1.05,0.39,,
26,1.3,0.91,0.39,,
27,1.28,0.89,0.39,,
28,1.5,1.1,0.4,,
29,1.73,1.33,0.4,,
30,1.56,1.16,0.41,,
1,1.21,0.8,0.41,,
2,1.25,0.85,0.41,,
3,1.22,0.81,0.41,,
4,1.54,1.13,0.41,,
5,1.9,1.48,0.42,,
6,36.82,36.05,0.77,,
7,97.48,95.77,1.71,,
8,24.85,22.95,1.9,,
9,12.45,10.48,1.97,,
10,10.76,8.75,2.01,,
11,8.73,6.69,2.04,,
12,8.2,6.14,2.06,,
13,4.33,2.29,2.04,,
14,7.03,4.98,2.05,,
15,26.47,24.22,2.25,,
16,25.02,22.59,2.43,,
17,12,9.52,2.48,,
18,64.59,61.55,3.04,,
19,32,28.73,3.27,,
20,17.15,13.81,3.34,,
21,18.72,15.29,3.43,,
22,13.29,9.84,3.45,,
23,11.89,8.42,3.47,,
24,150,145.15,4.85,,
25,4500,4450.91,49.09,,
26,320,269.21,50.79,,
27,166,115.08,50.92,,
28,126,75.35,50.65,,
29,169.9,119.07,50.83,,
30,472,418.02,53.98,,
31,191.3,137.04,54.26,,
1,304,248.35,55.65,,
2,193,137.1,55.9,,
3,122.7,67.24,55.46,,
4,109.1,54.21,54.89,,
5,98.8,44.57,54.23,,
6,87.58,34.09,53.49,,
7,68.56,15.98,52.58,,
8,56.36,4.79,51.57,,
9,54,3.42,50.58,,
10,39.21,0,39.21,,
11,37.45,0,37.45,,
12,36,0,36,,
13,34.5,0,34.5,,
14,35,1.18,33.82,,
15,31.24,0,31.24,,
16,32,1.37,30.63,,
17,24.72,0,24.72,,
18,26.05,1.81,24.24,,
19,20.77,0,20.77,,
20,23.69,3.3,20.39,,
21,203.1,181.31,21.79,,
22,215.9,192.63,23.27,,
23,598,569.52,28.48,,
24,224,194.16,29.84,,
25,144,113.62,30.38,,
26,152.3,121.32,30.98,,
27,213.7,181.53,32.17,,
28,144,111.37,32.63,,
29,275,240.62,34.38,,
30,298,261.7,36.3,,
31,212.05,174.74,37.31,,
1,146.2,108.55,37.65,,
2,116.1,78.42,37.68,,
3,105.6,68,37.6,,
4,88.23,50.87,37.36,,
5,79.11,42.08,37.03,,
6,55,18.53,36.47,,
7,56.73,20.78,35.95,,
8,51.05,15.66,35.39,,
9,84.73,49.56,35.17,,
10,53.96,19.3,34.66,,
11,36.62,2.63,33.99,,
12,49.85,16.37,33.48,,
13,31,0,31,,
14,28.04,0,28.04,,
15,25.09,0,25.09,,
16,226,199.43,26.57,,
17,86.98,60.34,26.64,,
18,68.98,42.45,26.53,,
19,51.21,24.96,26.25,,
20,68,41.86,26.14,,
21,49,23.15,25.85,,
22,44.74,19.21,25.53,,
23,45.11,19.9,25.21,,
24,29.86,5.1,24.76,,
25,28.58,4.27,24.31,,
26,25.57,1.73,23.84,,
27,20,0,20,,
28,30.83,11.12,19.71,,
29,28.75,9.34,19.41,,
30,20.14,1.11,19.03,,
1,18,0,18,,
2,17.63,0,17.63,,
3,15.72,0,15.72,,
4,15,0,15,,
5,15.7,0.99,14.71,,
6,15.21,0.79,14.42,,
7,15.08,0.94,14.14,,
8,12.98,0,12.98,,
9,12.8,0.08,12.72,,
10,12.75,0.28,12.47,,
11,12.6,0.38,12.22,,
12,12.57,0.58,11.99,,
13,11.94,0.19,11.75,,
14,10.66,0,10.66,,
15,13.01,2.54,10.47,,
16,10.82,0.55,10.27,,
17,10.66,0.59,10.07,,
18,10.5,0.63,9.87,,
19,10.49,0.81,9.68,,
20,10.49,0.99,9.5,,
21,10.2,0.88,9.32,,
22,10.11,0.97,9.14,,
23,9.7,0.73,8.97,,
24,7.11,0,7.11,,
25,7.2,0.23,6.97,,
26,7.32,0.48,6.84,,
27,6.99,0.29,6.7,,
28,23,16.27,6.73,,
29,12,5.35,6.65,,
30,11,4.44,6.56,,
31,9.21,2.76,6.46,,
1,8.5,2.15,6.35,,
2,7.85,1.61,6.24,,
3,6.81,0.69,6.12,,
4,6.68,0.67,6,,
5,6.36,0.47,5.89,,
6,6.01,0.24,5.77,,
7,5.42,0,5.42,,
8,5.2,0,5.2,,
9,5.39,0.29,5.1,,
10,4.98,0,4.98,,
11,4.51,0,4.51,,
12,5.62,1.18,4.44,,
13,5.2,0.84,4.36,,
14,5.27,0.99,4.28,,
15,7.5,3.27,4.23,,
16,7.08,2.91,4.17,,
17,6.18,2.07,4.11,,
18,26.54,22.29,4.25,,
19,11.21,6.98,4.23,,
20,9,4.81,4.19,,
21,8.9,4.74,4.16,,
22,8.7,4.58,4.12,,
23,9.95,5.86,4.1,,
24,8.83,4.77,4.06,,
25,10.24,6.2,4.04,,
26,9.21,5.2,4.01,,
27,8.13,4.16,3.97,,
28,9.96,6,3.95,,
29,44,39.73,4.27,,
30,45.77,41.17,4.6,,
1,22.92,18.23,4.69,,
2,12,7.33,4.67,,
3,11,6.36,4.64,,
4,137.6,131.74,5.86,,
5,83.84,77.33,6.51,,
6,35,28.34,6.66,,
7,26.07,19.35,6.72,,
8,21.43,14.7,6.73,,
9,57.01,49.92,7.09,,
10,27.69,20.53,7.16,,
11,22.59,15.42,7.17,,
12,18.01,10.88,7.13,,
13,17,9.91,7.09,,
14,16.28,9.24,7.04,,
15,15.93,8.94,6.99,,
16,16.53,9.59,6.94,,
17,16.99,10.08,6.91,,
18,14.59,7.75,6.84,,
19,13.5,6.73,6.77,,
20,10.8,4.12,6.68,,
21,12.5,5.9,6.6,,
22,11.72,5.2,6.52,,
23,11.09,4.65,6.44,,
24,9.5,3.16,6.34,,
25,9.2,2.95,6.25,,
26,9,2.85,6.15,,
27,8.8,2.75,6.05,,
28,8.8,2.84,5.96,,
29,9.33,3.45,5.88,,
30,17.75,11.87,5.88,,
31,9.04,3.25,5.79,,
1,9.48,3.77,5.71,,
2,59.02,52.89,6.13,,
3,23,16.83,6.17,,
4,18.67,12.5,6.17,,
5,15.22,9.08,6.14,,
6,14.51,8.41,6.1,,
7,13.89,7.83,6.06,,
8,11.09,5.1,5.99,,
9,10.78,4.87,5.91,,
10,10.8,4.95,5.85,,
11,10.25,4.48,5.77,,
12,8.8,3.11,5.69,,
13,8.9,3.29,5.61,,
14,7.72,2.21,5.52,,
15,7.92,2.49,5.43,,
16,7.82,2.47,5.35,,
17,7.7,2.43,5.27,,
18,7.62,2.44,5.18,,
19,7.1,2,5.1,,
20,5.29,0.29,5,,
21,5.24,0.34,4.9,,
22,4.95,0.14,4.81,,
23,5.11,0.4,4.72,,
24,5.1,0.47,4.63,,
25,5.1,0.56,4.54,,
26,5.05,0.6,4.45,,
27,5.05,0.68,4.37,,
28,5.05,0.76,4.29,,
29,5,0.79,4.21,,
30,5,0.86,4.14,,
31,4.8,0.74,4.06,,
1,4.55,0.56,3.99,,
2,4.4,0.49,3.91,,
3,5.1,1.25,3.85,,
4,4.7,0.92,3.78,,
5,4.7,0.99,3.71,,
6,4.65,1,3.65,,
7,4.2,0.62,3.58,,
8,3.07,0,3.07,,
9,2.94,0,2.94,,
10,2.94,0.06,2.89,,
11,3.14,0.31,2.83,,
12,3.03,0.25,2.78,,
13,2.86,0.14,2.72,,
14,2.8,0.13,2.67,,
15,2.77,0.15,2.62,,
16,2.77,0.2,2.57,,
17,2.43,0,2.43,,
18,2.4,0.02,2.38,,
19,2.13,0,2.13,,
20,2.09,0,2.09,,
21,2.05,0,2.05,,
22,1.99,0,1.99,,
23,2.19,0.24,1.95,,
24,2.1,0.19,1.91,,
25,2,0.12,1.88,,
26,1.96,0.12,1.84,,
27,1.76,0,1.76,,
28,1.85,0.12,1.73,,
1,1.89,0.19,1.7,,
2,1.84,0.17,1.67,,
3,1.72,0.09,1.63,,
4,2.09,0.49,1.6,,
5,3.6,2.01,1.59,,
6,3.08,1.5,1.58,,
7,2.05,0.5,1.55,,
8,2.74,1.21,1.53,,
9,1.94,0.44,1.5,,
10,1.9,0.42,1.48,,
11,1.72,0.27,1.45,,
12,1.71,0.28,1.43,,
13,1.71,0.31,1.4,,
14,1.68,0.31,1.37,,
15,1.68,0.33,1.35,,
16,1.64,0.31,1.33,,
17,1.67,0.37,1.3,,
18,7.28,5.95,1.34,,
19,3.13,1.8,1.33,,
20,2.81,1.49,1.32,,
21,2.6,1.3,1.3,,
22,2.44,1.15,1.29,,
23,2.11,0.84,1.27,,
24,1.94,0.69,1.25,,
25,2.16,0.92,1.24,,
26,1.61,0.4,1.22,,
27,1.64,0.44,1.2,,
28,1.57,0.39,1.18,,
29,1.58,0.42,1.16,,
30,1.4,0.26,1.14,,
31,1.45,0.33,1.12,,
1,1.41,0.32,1.1,,
2,1.21,0.14,1.08,,
3,1.27,0.21,1.06,,
4,1.14,0.1,1.04,,
5,1.12,0.1,1.02,,
6,1.03,0.04,1,,
7,1.15,0.17,0.98,,
8,0.99,0.03,0.96,,
9,0.99,0.05,0.94,,
10,0.99,0.07,0.92,,
11,0.99,0.08,0.91,,
12,1,0.11,0.89,,
13,0.88,0.01,0.87,,
14,0.89,0.03,0.85,,
15,0.78,0,0.78,,
16,0.84,0.08,0.76,,
17,0.86,0.11,0.75,,
18,0.99,0.25,0.74,,
19,0.79,0.07,0.72,,
20,0.64,0,0.64,,
21,0.6,0,0.6,,
22,0.61,0.02,0.59,,
23,0.61,0.03,0.58,,
24,0.91,0.34,0.57,,
25,0.81,0.24,0.56,,
26,0.81,0.25,0.55,,
27,0.59,0.04,0.54,,
28,0.58,0.04,0.53,,
29,0.52,0,0.52,,
30,0.46,0,0.46,,
1,0.45,0,0.45,,
2,0.41,0,0.41,,
3,0.42,0.02,0.4,,
4,0.39,0,0.39,,
5,0.38,0,0.38,,
6,0.38,0.01,0.37,,
7,0.38,0.02,0.36,,
8,0.37,0.02,0.36,,
9,0.38,0.03,0.35,,
10,0.38,0.04,0.34,,
11,0.38,0.04,0.34,,
12,0.37,0.04,0.33,,
13,0.37,0.04,0.32,,
14,0.34,0.02,0.32,,
15,0.29,0,0.29,,
16,0.29,0,0.29,,
17,0.29,0.01,0.28,,
18,0.29,0.01,0.28,,
19,0.29,0.02,0.27,,
20,0.24,0,0.24,,
21,0.29,0.05,0.24,,
22,0.24,0.01,0.24,,
23,0.24,0.01,0.23,,
24,0.24,0.02,0.23,,
25,0.24,0.02,0.22,,
26,0.24,0.03,0.22,,
27,0.24,0.03,0.21,,
28,0.24,0.03,0.21,,
29,0.24,0.04,0.21,,
30,0.24,0.04,0.2,,
31,0.29,0.09,0.2,,
1,0.29,0.09,0.2,,
2,0.29,0.1,0.19,,
3,0.29,0.1,0.19,,
4,0.29,0.1,0.19,,
5,0.29,0.1,0.19,,
6,0.29,0.11,0.18,,
7,0.2,0.02,0.18,,
8,0.2,0.02,0.18,,
9,0.2,0.03,0.17,,
10,0.21,0.04,0.17,,
11,0.21,0.04,0.17,,
12,0.21,0.05,0.16,,
13,0.2,0.04,0.16,,
14,0.17,0.01,0.16,,
15,0.42,0.26,0.16,,
16,1.9,1.73,0.17,,
17,0.53,0.36,0.17,,
18,0.65,0.48,0.17,,
19,1.96,1.77,0.19,,
20,3.5,3.28,0.22,,
21,6.49,6.22,0.27,,
22,3.28,2.98,0.3,,
23,1.8,1.49,0.31,,
24,1.09,0.78,0.31,,
25,124.15,122.63,1.52,,
26,13.1,11.49,1.61,,
27,12,10.32,1.68,,
28,4.67,3,1.67,,
29,2.96,1.31,1.65,,
30,2.6,0.97,1.63,,
1,3.61,2,1.62,,
2,2.71,1.11,1.6,,
3,2.85,1.27,1.58,,
4,3,1.44,1.56,,
5,3.03,1.49,1.54,,
6,4.64,3.1,1.54,,
7,13,11.37,1.63,,
8,22.15,20.35,1.8,,
9,14.71,12.82,1.89,,
10,10.77,8.83,1.94,,
11,11.5,9.51,1.99,,
12,11.48,9.43,2.05,,
13,10.22,8.13,2.09,,
14,13.49,11.33,2.16,,
15,11.78,9.57,2.21,,
16,9.24,7,2.24,,
17,8.02,5.77,2.25,,
18,6,3.76,2.24,,
19,9.24,6.97,2.27,,
20,12.76,10.43,2.33,,
21,7.75,5.42,2.33,,
22,6.97,4.64,2.33,,
23,5.7,3.38,2.32,,
24,4.37,2.08,2.29,,
25,5.5,3.22,2.28,,
26,4,1.75,2.25,,
27,4.94,2.7,2.23,,
28,6.22,3.99,2.23,,
29,3.69,1.49,2.2,,
30,6.7,4.5,2.2,,
31,36.77,34.27,2.5,,
1,18,15.4,2.6,,
2,54.6,51.54,3.06,,
3,45.58,42.16,3.42,,
4,32.27,28.63,3.64,,
5,18.62,14.91,3.71,,
6,15.61,11.85,3.76,,
7,13.93,10.15,3.78,,
8,13.5,9.7,3.8,,
9,50.24,46.05,4.19,,
10,89.29,84.35,4.94,,
11,161.58,155.19,6.39,,
12,180.9,172.91,7.99,,
13,125,116.02,8.98,,
14,76,66.53,9.47,,
15,65,55.17,9.83,,
16,39.41,29.49,9.92,,
17,26,16.12,9.88,,
18,29.5,19.62,9.88,,
19,21.74,11.94,9.8,,
20,20.05,10.34,9.71,,
21,17.28,7.69,9.59,,
22,13,3.56,9.44,,
23,18.12,8.78,9.34,,
24,44.81,35.31,9.5,,
25,128.67,118.18,10.49,,
26,78.2,67.25,10.95,,
27,65.1,53.83,11.27,,
28,41.94,30.59,11.35,,
29,66,54.34,11.66,,
30,64.25,52.3,11.95,,
31,48.21,36.14,12.07,,
1,31.95,19.92,12.03,,
2,33.12,21.12,12,,
3,28,16.08,11.92,,
4,27.5,15.67,11.83,,
5,28,16.24,11.76,,
6,31,19.28,11.72,,
7,34,22.3,11.7,,
8,21,9.44,11.56,,
9,78.12,66.13,11.99,,
10,36.81,24.81,12,,
11,22.2,10.34,11.86,,
12,196,182.56,13.44,,
13,4040,3987.1,52.9,,
14,6660,6542.98,117.02,,
15,395.3,277.85,117.45,,
16,270.4,153.77,116.63,,
17,219.28,103.94,115.34,,
18,201.2,87.3,113.9,,
19,118,6.32,111.68,,
20,121.89,12.32,109.57,,
21,187.75,79.58,108.17,,
22,91.94,0,91.94,,
23,79.88,0,79.88,,
24,71.78,0,71.78,,
25,171.18,99.84,71.34,,
26,76,6.03,69.97,,
27,90,21.22,68.78,,
28,72,4.55,67.45,,
29,51,0,51,,
30,50,0.02,49.98,,
1,48,0,48,,
2,41.6,0,41.6,,
3,28.5,0,28.5,,
4,35.92,7.91,28.01,,
5,30.85,3.37,27.48,,
6,29.24,2.28,26.96,,
7,27.58,1.15,26.43,,
8,25.72,0,25.72,,
9,24.76,0,24.76,,
10,23,0,23,,
11,20.48,0,20.48,,
12,22.31,2.22,20.09,,
13,21.76,2.05,19.71,,
14,21.19,1.85,19.34,,
15,76.92,57.4,19.52,,
16,58.05,38.54,19.51,,
17,27,7.8,19.2,,
18,13.5,0,13.5,,
19,11,0,11,,
20,20.25,9.38,10.87,,
21,19.28,8.54,10.74,,
22,18.06,7.46,10.6,,
23,17.47,7.01,10.46,,
24,12.5,2.23,10.27,,
25,12,1.91,10.09,,
26,11.7,1.8,9.9,,
27,11.2,1.48,9.72,,
28,11,1.46,9.54,,
29,10.8,1.44,9.36,,
30,10.5,1.31,9.19,,
31,10.5,1.48,9.02,,
1,13.72,4.83,8.89,,
2,18.37,9.57,8.8,,
3,10.8,2.15,8.65,,
4,11.03,2.53,8.5,,
5,10.58,2.23,8.35,,
6,10.21,2,8.21,,
7,7.5,0,7.5,,
8,84.57,76.46,8.11,,
9,29.95,21.78,8.17,,
10,21.84,13.7,8.14,,
11,17.8,9.73,8.07,,
12,15.17,7.19,7.98,,
13,13.85,5.97,7.88,,
14,12,4.23,7.77,,
15,12.21,4.55,7.66,,
16,11,3.46,7.54,,
17,10.9,3.48,7.42,,
18,10.9,3.59,7.31,,
19,10.3,3.1,7.2,,
20,10.3,3.22,7.08,,
21,10.1,3.13,6.97,,
22,9.42,2.56,6.86,,
23,9.27,2.52,6.75,,
24,8.95,2.31,6.64,,
25,8.47,1.95,6.52,,
26,7.11,0.71,6.4,,
27,6.87,0.59,6.28,,
28,6.2,0.05,6.15,,
29,7.07,1.03,6.04,,
30,6.26,0.34,5.92,,
1,38.5,32.37,6.13,,
2,6.64,0.63,6.01,,
3,5.81,0,5.81,,
4,5.3,0,5.3,,
5,32,26.54,5.46,,
6,5.79,0.44,5.35,,
7,4.65,0,4.65,,
8,4.62,0.06,4.56,,
9,4.39,0,4.39,,
10,4.36,0.06,4.3,,
11,4.24,0.02,4.22,,
12,4,0,4,,
13,4.03,0.11,3.92,,
14,4.33,0.48,3.85,,
15,4.18,0.41,3.77,,
16,4.2,0.5,3.7,,
17,3.93,0.3,3.63,,
18,3.83,0.27,3.56,,
19,8.5,4.96,3.54,,
20,3.77,0.3,3.47,,
21,3.8,0.39,3.41,,
22,3.77,0.43,3.34,,
23,3.67,0.39,3.28,,
24,3.85,0.63,3.22,,
25,3.73,0.57,3.16,,
26,3.85,0.74,3.11,,
27,3.85,0.8,3.05,,
28,3.85,0.85,3,,
29,3.85,0.9,2.95,,
30,3.05,0.16,2.89,,
31,2.93,0.1,2.83,,
1,2.88,0.1,2.78,,
2,2.9,0.17,2.73,,
3,2.61,0,2.61,,
4,2.55,0,2.55,,
5,2.74,0.24,2.5,,
6,2.74,0.29,2.45,,
7,2.73,0.32,2.41,,
8,2.52,0.16,2.36,,
9,2.5,0.18,2.32,,
10,2.55,0.28,2.27,,
11,2.55,0.32,2.23,,
12,2.51,0.32,2.19,,
13,2.49,0.34,2.15,,
14,2.44,0.33,2.11,,
15,2.45,0.38,2.07,,
16,2.45,0.42,2.03,,
17,2.33,0.33,2,,
18,2.45,0.49,1.96,,
19,2.36,0.43,1.93,,
20,2.38,0.49,1.89,,
21,2.41,0.55,1.86,,
22,2.27,0.44,1.83,,
23,2.4,0.6,1.8,,
24,2.32,0.55,1.77,,
25,2.4,0.66,1.74,,
26,2.29,0.58,1.71,,
27,2.3,0.62,1.68,,
28,2.11,0.46,1.65,,
29,2.04,0.42,1.62,,
30,2.4,0.8,1.6,,
31,1.62,0.05,1.57,,
1,1.62,0.08,1.54,,
2,1.53,0.02,1.51,,
3,1.56,0.08,1.48,,
4,2.7,1.24,1.46,,
5,2.9,1.45,1.44,,
6,2.1,0.68,1.42,,
7,4.18,2.76,1.42,,
8,3.46,2.04,1.41,,
9,5.4,3.98,1.42,,
10,9.19,7.72,1.47,,
11,6.5,5,1.49,,
12,4.9,3.4,1.5,,
13,4.8,3.3,1.5,,
14,4.04,2.54,1.5,,
15,3.75,2.26,1.49,,
16,3.82,2.34,1.48,,
17,3.34,1.87,1.47,,
18,3.52,2.06,1.46,,
19,3,1.56,1.45,,
20,3.9,2.46,1.44,,
21,2.58,1.15,1.43,,
22,2.34,0.94,1.41,,
23,2.27,0.88,1.39,,
24,2.2,0.83,1.37,,
25,1.93,0.58,1.35,,
26,1.86,0.53,1.33,,
27,1.8,0.5,1.3,,
28,1.77,0.49,1.28,,
1,1.8,0.54,1.26,,
2,1.5,0.26,1.24,,
3,1.47,0.25,1.22,,
4,1.32,0.13,1.19,,
5,1.4,0.23,1.17,,
6,1.75,0.59,1.16,,
7,1.47,0.33,1.14,,
8,1.59,0.48,1.12,,
9,1.4,0.3,1.1,,
10,1.34,0.26,1.08,,
11,1.26,0.2,1.06,,
12,1.26,0.22,1.04,,
13,1.25,0.23,1.02,,
14,1.22,0.21,1,,
15,1.22,0.23,0.99,,
16,1.17,0.21,0.97,,
17,1.15,0.2,0.95,,
18,1.09,0.16,0.93,,
19,0.99,0.07,0.92,,
20,0.99,0.09,0.9,,
21,1.09,0.21,0.88,,
22,1.06,0.2,0.87,,
23,1.06,0.21,0.85,,
24,1.04,0.21,0.84,,
25,1,0.18,0.82,,
26,0.98,0.18,0.81,,
27,0.98,0.19,0.79,,
28,0.98,0.2,0.78,,
29,0.77,0.01,0.76,,
30,0.8,0.05,0.75,,
31,0.78,0.05,0.73,,
1,0.78,0.06,0.72,,
2,0.72,0.02,0.71,,
3,0.72,0.03,0.69,,
4,0.86,0.18,0.68,,
5,0.83,0.17,0.67,,
6,0.84,0.18,0.66,,
7,0.84,0.19,0.64,,
8,0.83,0.19,0.63,,
9,0.82,0.2,0.62,,
10,0.82,0.21,0.61,,
11,0.67,0.07,0.6,,
12,0.7,0.11,0.59,,
13,0.69,0.11,0.58,,
14,0.73,0.17,0.57,,
15,0.67,0.11,0.56,,
16,0.67,0.12,0.55,,
17,0.67,0.13,0.54,,
18,0.69,0.16,0.53,,
19,0.69,0.17,0.52,,
20,0.69,0.18,0.51,,
21,0.69,0.19,0.5,,
22,0.67,0.17,0.5,,
23,0.61,0.12,0.49,,
24,0.61,0.13,0.48,,
25,0.6,0.13,0.47,,
26,0.6,0.14,0.46,,
27,0.6,0.15,0.45,,
28,0.59,0.14,0.45,,
29,0.59,0.15,0.44,,
30,0.59,0.16,0.43,,
1,0.59,0.16,0.43,,
2,0.59,0.17,0.42,,
3,0.52,0.11,0.41,,
4,0.52,0.12,0.4,,
5,0.52,0.12,0.4,,
6,0.52,0.13,0.39,,
7,0.58,0.2,0.38,,
8,0.52,0.14,0.38,,
9,0.58,0.21,0.37,,
10,0.55,0.18,0.37,,
11,0.52,0.16,0.36,,
12,0.52,0.17,0.36,,
13,0.5,0.15,0.35,,
14,0.65,0.3,0.35,,
15,0.64,0.3,0.34,,
16,0.6,0.26,0.34,,
17,0.6,0.27,0.33,,
18,0.56,0.23,0.33,,
19,0.54,0.21,0.33,,
20,0.54,0.22,0.32,,
21,0.59,0.27,0.32,,
22,0.59,0.28,0.31,,
23,0.6,0.29,0.31,,
24,0.58,0.28,0.31,,
25,0.59,0.29,0.3,,
26,0.58,0.28,0.3,,
27,0.59,0.29,0.3,,
28,0.58,0.29,0.29,,
29,0.58,0.29,0.29,,
30,0.57,0.28,0.29,,
31,0.53,0.25,0.28,,
1,0.63,0.35,0.28,,
2,0.54,0.26,0.28,,
3,0.55,0.27,0.28,,
4,0.55,0.28,0.27,,
5,0.55,0.28,0.27,,
6,0.83,0.56,0.27,,
7,0.84,0.56,0.27,,
8,0.88,0.61,0.27,,
9,3.26,2.97,0.3,,
10,2.5,2.19,0.31,,
11,2.5,2.17,0.33,,
12,2.49,2.15,0.34,,
13,8.86,8.44,0.42,,
14,6,5.53,0.47,,
15,5.82,5.31,0.51,,
16,63.29,62.17,1.12,,
17,77.28,75.43,1.85,,
18,68.17,65.7,2.47,,
19,189,184.74,4.26,,
20,29.18,24.76,4.42,,
21,31.15,26.56,4.59,,
22,476.5,467.34,9.16,,
23,76.96,67.31,9.65,,
24,29.19,19.54,9.65,,
25,19.66,10.1,9.56,,
26,12,2.61,9.39,,
27,11.24,2.02,9.22,,
28,7.91,0,7.91,,
29,8.07,0.31,7.76,,
30,5.96,0,5.96,,
1,5.91,0.06,5.85,,
2,5.76,0.03,5.73,,
3,4.5,0,4.5,,
4,3.76,0,3.76,,
5,4.3,0.61,3.69,,
6,5.17,1.54,3.63,,
7,5.29,1.72,3.57,,
8,3.9,0.39,3.51,,
9,12.71,9.18,3.53,,
10,20.5,16.87,3.63,,
11,12.9,9.25,3.65,,
12,11.41,7.76,3.65,,
13,5.95,2.35,3.6,,
14,18.25,14.58,3.67,,
15,1097,1082.61,14.39,,
16,103.4,88.42,14.98,,
17,67,51.8,15.2,,
18,70.14,54.7,15.44,,
19,124.2,108,16.2,,
20,116.2,99.33,16.87,,
21,124.3,106.71,17.59,,
22,127.3,108.97,18.33,,
23,125.3,106.28,19.02,,
24,101,81.55,19.45,,
25,111.2,91.23,19.97,,
26,93.98,73.67,20.31,,
27,62.79,42.47,20.32,,
28,46.89,26.71,20.18,,
29,44.36,24.34,20.02,,
30,90.12,69.8,20.32,,
31,55,34.74,20.26,,
1,74.17,53.78,20.39,,
2,832.1,804.11,27.99,,
3,565.3,532.56,32.74,,
4,230.7,196.66,34.04,,
5,251.3,215.79,35.51,,
6,206.4,169.91,36.49,,
7,174,136.87,37.13,,
8,163,125.37,37.63,,
9,2490,2428.92,61.08,,
10,485,420.95,64.05,,
11,279.9,214.99,64.91,,
12,189.34,124.49,64.85,,
13,93.19,29.34,63.85,,
14,67,4.38,62.62,,
15,95.99,34.29,61.7,,
16,84.43,23.72,60.71,,
17,77.88,18.21,59.67,,
18,64.41,5.87,58.54,,
19,80.75,23.15,57.6,,
20,129.7,72.53,57.17,,
21,70,13.84,56.16,,
22,57.69,2.62,55.07,,
23,47.96,0,47.96,,
24,41.77,0,41.77,,
25,37.73,0,37.73,,
26,35.86,0,35.86,,
27,34.49,0,34.49,,
28,58,23.96,34.04,,
29,39.36,5.94,33.42,,
30,33.39,0.63,32.76,,
31,41.5,9.31,32.19,,
1,34.62,3.04,31.58,,
2,18.5,0,18.5,,
3,406.4,384.44,21.96,,
4,172,148.99,23.01,,
5,83.25,60.11,23.14,,
6,135.6,111.81,23.79,,
7,141.3,116.82,24.48,,
8,106.7,81.89,24.81,,
9,62.81,38.12,24.69,,
10,52.18,27.71,24.47,,
11,71,46.55,24.45,,
