           Day,    Flow (cfs),Direct Runoff (cfs),Base Flow (cfs),,Base Flow Index (BFI): 0.169
12,0.7,0.47,0.23,,
13,0.44,0.21,0.23,,
14,0.4,0.18,0.23,,
15,0.42,0.2,0.22,,
16,0.42,0.2,0.22,,
17,0.4,0.18,0.22,,
18,0.33,0.11,0.21,,
19,0.33,0.11,0.21,,
20,0.24,0.04,0.21,,
21,0.24,0.04,0.2,,
22,0.4,0.2,0.2,,
23,0.35,0.16,0.2,,
24,0.29,0.1,0.19,,
25,0.23,0.04,0.19,,
26,0.18,0,0.18,,
27,0.12,0,0.12,,
28,0.08,0,0.08,,
29,0,0,0,,
30,0,0,0,,
1,0,0,0,,
2,0,0,0,,
3,0,0,0,,
4,0,0,0,,
5,0,0,0,,
6,0.13,0.13,0,,
7,0.13,0.13,0,,
8,0.39,0.39,0,,
9,0.55,0.54,0.01,,
10,0.55,0.54,0.01,,
11,0.42,0.41,0.01,,
12,0.38,0.36,0.02,,
13,0.32,0.3,0.02,,
14,0.24,0.22,0.02,,
15,0.18,0.16,0.02,,
16,0,0,0,,
17,0,0,0,,
18,0,0,0,,
19,0,0,0,,
20,0,0,0,,
21,0,0,0,,
22,0,0,0,,
23,0,0,0,,
24,0,0,0,,
25,0,0,0,,
26,0,0,0,,
27,0,0,0,,
28,0,0,0,,
29,0,0,0,,
30,0,0,0,,
31,0,0,0,,
1,0,0,0,,
2,0,0,0,,
3,0,0,0,,
4,0,0,0,,
5,0,0,0,,
6,0.68,0.68,0,,
7,2.74,2.72,0.02,,
8,2.55,2.51,0.04,,
9,0.79,0.75,0.04,,
10,9.54,9.44,0.11,,
11,10,9.83,0.17,,
12,3.34,3.16,0.19,,
13,41.43,40.97,0.46,,
14,13.67,13.14,0.53,,
15,6.17,5.61,0.56,,
16,3.68,3.11,0.57,,
17,2.81,2.24,0.57,,
18,1.6,1.03,0.57,,
19,1.66,1.1,0.57,,
20,1.21,0.65,0.56,,
21,0.91,0.36,0.55,,
22,0.54,0,0.54,,
23,261,258.75,2.25,,
24,96,93.17,2.83,,
25,18,15.13,2.87,,
26,10.07,7.21,2.86,,
27,25.8,22.84,2.96,,
28,19.88,16.87,3.01,,
29,435.2,429.39,5.81,,
30,470.6,461.82,8.78,,
1,640.7,627.91,12.79,,
2,50,37.22,12.78,,
3,41.64,28.92,12.72,,
4,34.21,21.6,12.61,,
5,15,2.63,12.37,,
6,10.14,0,10.14,,
7,9.6,0,9.6,,
8,13.6,4.17,9.43,,
9,98,88.17,9.83,,
10,17,7.31,9.69,,
11,11.94,2.43,9.51,,
12,9.28,0,9.28,,
13,9.74,0.65,9.1,,
14,9,0.08,8.92,,
15,8.44,0,8.44,,
16,7.5,0,7.5,,
17,6.32,0,6.32,,
18,28.18,21.84,6.34,,
19,13.88,7.61,6.27,,
20,11.82,5.64,6.18,,
21,6.8,0.74,6.06,,
22,10.31,4.34,5.97,,
23,16,10.08,5.92,,
24,50.14,44.05,6.09,,
25,199.4,192.15,7.25,,
26,55.28,47.86,7.42,,
27,35.44,27.98,7.46,,
28,27.08,19.64,7.44,,
29,21.87,14.48,7.39,,
30,19,11.68,7.32,,
31,15.96,8.73,7.23,,
1,15.23,8.09,7.14,,
2,13.37,6.33,7.04,,
3,11.99,5.06,6.93,,
4,11.84,5.01,6.83,,
5,11.19,4.47,6.72,,
6,12,5.38,6.62,,
7,14.1,7.56,6.54,,
8,71.47,64.63,6.84,,
9,424.9,415.43,9.47,,
10,367.8,356.14,11.66,,
11,296.9,283.58,13.32,,
12,211.9,197.53,14.37,,
13,332.7,316.51,16.19,,
14,179.9,162.95,16.95,,
15,140,122.57,17.43,,
16,168,149.92,18.08,,
17,4960,4909.55,50.45,,
18,113.2,63.34,49.86,,
19,3666,3593.18,72.82,,
20,790,713.88,76.12,,
21,430.1,353.14,76.96,,
22,310.4,233.43,76.97,,
23,742.3,662.45,79.85,,
24,691.7,609.39,82.31,,
25,423.8,340.86,82.94,,
26,497.1,413.06,84.04,,
27,360,275.81,84.19,,
28,284.6,200.75,83.85,,
29,255.2,171.88,83.32,,
30,631.6,546.31,85.29,,
31,883.9,795.01,88.89,,
1,856.4,764.2,92.2,,
2,439.2,346.53,92.67,,
3,340,247.53,92.47,,
4,309.5,217.43,92.07,,
5,267,175.6,91.4,,
6,226.9,136.42,90.48,,
7,163.3,74.14,89.16,,
8,160,72.14,87.86,,
9,150,63.47,86.53,,
10,144,58.81,85.19,,
11,321.4,236.34,85.06,,
12,141,57.26,83.74,,
13,124.4,42.05,82.35,,
14,108.6,27.72,80.88,,
15,85.79,6.48,79.31,,
16,77.14,0,77.14,,
17,74,0,74,,
18,65.72,0,65.72,,
19,60.37,0,60.37,,
20,200,139.9,60.1,,
21,68.4,9.44,58.96,,
22,350.6,290.88,59.72,,
23,76.83,18.19,58.64,,
24,82.68,25.04,57.64,,
25,60.89,4.38,56.51,,
26,143.2,87.23,55.97,,
27,79.33,24.32,55.01,,
28,55.19,1.27,53.92,,
29,41.97,0,41.97,,
30,40.54,0,40.54,,
1,38,0,38,,
2,35,0,35,,
3,3500,3442.75,57.25,,
4,30.58,0,30.58,,
5,27.73,0,27.73,,
6,24.83,0,24.83,,
7,24.54,0.21,24.33,,
8,23,0,23,,
9,21.3,0,21.3,,
10,20,0,20,,
11,19.2,0,19.2,,
12,17.3,0,17.3,,
13,16.6,0,16.6,,
14,16.59,0.32,16.27,,
15,16,0.05,15.95,,
16,14.75,0,14.75,,
17,14,0,14,,
18,13.97,0.25,13.72,,
19,13.21,0,13.21,,
20,12.81,0,12.81,,
21,12.95,0.39,12.56,,
22,12.5,0.19,12.31,,
23,12.11,0.05,12.06,,
24,12.09,0.27,11.82,,
25,11.58,0,11.58,,
26,11.18,0,11.18,,
27,10.89,0,10.89,,
28,10,0,10,,
29,9.7,0,9.7,,
30,9.67,0.16,9.51,,
31,8.96,0,8.96,,
1,8.81,0.03,8.78,,
2,7.35,0,7.35,,
3,7.27,0.07,7.2,,
4,6.91,0,6.91,,
5,6,0,6,,
6,5.31,0,5.31,,
7,4.88,0,4.88,,
8,5.16,0.37,4.79,,
9,4.92,0.23,4.69,,
10,4.72,0.12,4.6,,
11,4.63,0.12,4.51,,
12,4.6,0.18,4.42,,
13,4.6,0.27,4.33,,
14,4.4,0.16,4.25,,
15,4.26,0.1,4.16,,
16,3.99,0,3.99,,
17,3.96,0.04,3.91,,
18,4.05,0.21,3.84,,
19,4,0.24,3.76,,
20,3.82,0.13,3.69,,
21,3.63,0.02,3.61,,
22,3.5,0,3.5,,
23,3.31,0,3.31,,
24,3.34,0.09,3.25,,
25,3.13,0,3.13,,
26,3,0,3,,
27,2.84,0,2.84,,
28,2.88,0.1,2.79,,
29,2.9,0.17,2.73,,
30,2.87,0.19,2.68,,
1,2.82,0.19,2.63,,
2,2.5,0,2.5,,
3,2,0,2,,
4,2,0.04,1.96,,
5,1.79,0,1.79,,
6,1.85,0.1,1.76,,
7,1.62,0,1.62,,
8,1.47,0,1.47,,
9,1.5,0.06,1.44,,
10,1.45,0.04,1.41,,
11,1.42,0.04,1.38,,
12,1.3,0,1.3,,
13,1.2,0,1.2,,
14,1.09,0,1.09,,
15,1.06,0,1.06,,
16,1.04,0,1.04,,
17,1.04,0.02,1.02,,
18,1.05,0.05,1,,
19,1.05,0.06,0.98,,
20,1.06,0.1,0.96,,
21,1.05,0.11,0.94,,
22,1.06,0.14,0.93,,
23,1.06,0.16,0.91,,
24,1.06,0.17,0.89,,
25,1.06,0.18,0.88,,
26,1.78,0.91,0.86,,
27,1.53,0.68,0.85,,
28,1.39,0.56,0.84,,
29,1.23,0.4,0.82,,
30,1.45,0.64,0.81,,
31,1.17,0.37,0.8,,
1,1.07,0.28,0.78,,
2,1.04,0.27,0.77,,
3,1.07,0.31,0.76,,
4,1.18,0.44,0.74,,
5,1.03,0.3,0.73,,
6,1.15,0.43,0.72,,
7,2.5,1.78,0.72,,
8,2.07,1.36,0.71,,
9,2.63,1.92,0.71,,
10,1.52,0.82,0.7,,
11,1.46,0.77,0.69,,
12,1.17,0.49,0.68,,
13,1.19,0.52,0.67,,
14,1.05,0.39,0.66,,
15,1.03,0.38,0.65,,
16,0.61,0,0.61,,
17,0.64,0.04,0.6,,
18,0.6,0.01,0.59,,
19,0.61,0.04,0.58,,
20,0.5,0,0.5,,
21,0.5,0.01,0.49,,
22,0.36,0,0.36,,
23,0.3,0,0.3,,
24,0.43,0.14,0.3,,
25,0.4,0.11,0.29,,
26,0.3,0.02,0.28,,
27,0.24,0,0.24,,
28,0.23,0,0.23,,
29,0.21,0,0.21,,
30,0.14,0,0.14,,
31,0.19,0.05,0.13,,
1,0.14,0.01,0.13,,
2,0.08,0,0.08,,
3,0.09,0.01,0.08,,
4,0.08,0,0.08,,
5,0.09,0.01,0.08,,
6,0.08,0,0.08,,
7,0.07,0,0.07,,
8,0.04,0,0.04,,
9,0,0,0,,
10,0,0,0,,
11,0,0,0,,
12,0,0,0,,
13,0,0,0,,
14,0,0,0,,
15,0,0,0,,
16,0,0,0,,
17,0,0,0,,
18,0,0,0,,
19,0,0,0,,
20,0,0,0,,
21,0,0,0,,
22,0,0,0,,
23,0,0,0,,
24,0,0,0,,
25,0,0,0,,
26,0,0,0,,
27,0,0,0,,
28,0,0,0,,
1,0,0,0,,
2,0,0,0,,
3,0,0,0,,
4,0,0,0,,
5,0,0,0,,
6,0,0,0,,
7,0,0,0,,
8,0,0,0,,
9,0,0,0,,
10,0,0,0,,
11,0,0,0,,
12,0,0,0,,
13,0,0,0,,
14,0,0,0,,
15,0,0,0,,
16,0,0,0,,
17,0,0,0,,
18,0,0,0,,
19,0,0,0,,
20,0,0,0,,
21,0,0,0,,
22,0,0,0,,
23,0,0,0,,
24,0,0,0,,
25,0,0,0,,
26,0,0,0,,
27,0,0,0,,
28,0,0,0,,
29,0,0,0,,
30,0,0,0,,
31,0,0,0,,
1,0,0,0,,
2,0,0,0,,
3,0,0,0,,
4,0,0,0,,
5,0,0,0,,
6,0,0,0,,
7,0.08,0.08,0,,
8,0.11,0.11,0,,
9,0.18,0.18,0,,
10,0.19,0.19,0,,
11,0.24,0.23,0.01,,
12,0.21,0.2,0.01,,
13,0.2,0.19,0.01,,
14,0.2,0.19,0.01,,
15,0.3,0.29,0.01,,
16,0.19,0.18,0.01,,
17,0.13,0.12,0.01,,
18,0.08,0.07,0.01,,
19,0.07,0.06,0.01,,
20,0.17,0.16,0.01,,
21,0.2,0.19,0.01,,
22,0.11,0.1,0.01,,
23,0.1,0.09,0.01,,
24,0.11,0.1,0.02,,
25,0.08,0.06,0.02,,
26,0,0,0,,
27,0,0,0,,
28,0,0,0,,
29,0,0,0,,
30,0,0,0,,
1,0,0,0,,
2,0,0,0,,
3,0,0,0,,
4,0,0,0,,
5,0,0,0,,
6,0,0,0,,
7,0,0,0,,
8,0,0,0,,
9,0,0,0,,
10,0,0,0,,
11,0,0,0,,
12,0,0,0,,
13,0,0,0,,
14,0,0,0,,
15,0,0,0,,
16,0.14,0.14,0,,
17,0.16,0.16,0,,
18,0.15,0.15,0,,
19,0.1,0.1,0,,
20,0.09,0.09,0,,
21,0.1,0.1,0,,
22,0.09,0.08,0.01,,
23,0.08,0.07,0.01,,
24,0,0,0,,
25,0.1,0.1,0,,
26,0,0,0,,
27,0,0,0,,
28,27.88,27.7,0.18,,
29,10,9.75,0.25,,
30,5,4.73,0.27,,
31,4.5,4.2,0.3,,
1,74.13,73.35,0.78,,
2,10.23,9.4,0.83,,
3,5.04,4.2,0.84,,
4,12,11.11,0.89,,
5,6.85,5.93,0.92,,
6,3.19,2.27,0.91,,
7,1.44,0.54,0.9,,
8,0.74,0,0.74,,
9,0.42,0,0.42,,
10,0.25,0,0.25,,
11,0,0,0,,
12,0.78,0.77,0.01,,
13,0.8,0.79,0.01,,
14,0.8,0.78,0.02,,
15,5.11,5.06,0.05,,
16,46.6,46.24,0.36,,
17,152.6,151.24,1.36,,
18,16.39,14.96,1.43,,
19,47.08,45.38,1.7,,
20,23.23,21.42,1.81,,
21,6.85,5.04,1.81,,
22,3.99,2.2,1.79,,
23,2.77,1.01,1.76,,
24,1.36,0,1.36,,
25,0.89,0,0.89,,
26,0.67,0,0.67,,
27,0.78,0.12,0.66,,
28,23.46,22.66,0.8,,
29,7.93,7.1,0.83,,
30,8.59,7.73,0.86,,
1,75.16,73.82,1.34,,
2,24.27,22.81,1.46,,
3,14.57,13.05,1.52,,
4,13.08,11.51,1.57,,
5,4.16,2.6,1.55,,
6,4.03,2.49,1.54,,
7,4.45,2.92,1.53,,
8,3.48,1.97,1.51,,
9,2.15,0.66,1.48,,
10,1.81,0.35,1.46,,
11,1.46,0.04,1.43,,
12,1.31,0,1.31,,
13,1.13,0,1.13,,
14,0.9,0,0.9,,
15,0.67,0,0.67,,
16,1.41,0.75,0.66,,
17,1.46,0.81,0.65,,
18,3.59,2.93,0.66,,
19,6.62,5.94,0.68,,
20,4.16,3.47,0.69,,
21,12.8,12.04,0.76,,
22,13.07,12.25,0.82,,
23,5.56,4.72,0.84,,
24,1124,1115.74,8.26,,
25,1102,1086.66,15.34,,
26,60.26,44.93,15.33,,
27,36.81,21.64,15.17,,
28,58.28,43.13,15.15,,
29,42.44,27.41,15.03,,
30,36.7,21.82,14.88,,
31,32.98,18.28,14.7,,
1,30.28,15.77,14.51,,
2,33.94,19.59,14.35,,
3,27.66,13.5,14.16,,
4,23.53,9.59,13.94,,
5,21.65,7.94,13.71,,
6,20.9,7.41,13.49,,
7,20.32,7.06,13.26,,
8,19.28,6.24,13.04,,
9,136.7,123.1,13.6,,
10,66.25,52.57,13.68,,
11,28.74,15.23,13.51,,
12,47.79,34.32,13.47,,
13,24.66,11.39,13.27,,
14,18.39,5.35,13.04,,
15,17.15,4.34,12.81,,
16,839.8,821.77,18.03,,
17,1111,1086.09,24.91,,
18,322.6,296.21,26.39,,
19,213.8,186.69,27.11,,
20,238.1,210.13,27.97,,
21,282.1,253.01,29.09,,
22,226.4,196.58,29.82,,
23,8300,8216,84,,
24,1103,1013.92,89.08,,
25,576.6,486.06,90.54,,
26,410.3,319.44,90.86,,
27,307.5,217.01,90.49,,
28,265.4,175.55,89.85,,
29,243.5,154.42,89.08,,
30,249.5,161.13,88.37,,
31,394.8,306.16,88.64,,
1,284.3,196.12,88.18,,
2,229.5,142.14,87.36,,
3,216.9,130.41,86.49,,
4,197.5,112,85.5,,
5,189.3,104.81,84.49,,
6,227,143.24,83.76,,
7,253,169.79,83.21,,
8,347.1,263.79,83.31,,
9,213.8,131.28,82.52,,
10,167,85.56,81.44,,
11,144.1,63.87,80.23,,
12,115.2,36.33,78.87,,
13,101,23.55,77.45,,
14,107.7,31.59,76.11,,
15,134.7,59.71,74.99,,
16,125.7,51.87,73.83,,
17,91.35,18.87,72.48,,
18,89.9,18.74,71.16,,
19,74.29,4.52,69.77,,
20,58.28,0,58.28,,
21,54.8,0,54.8,,
22,94.41,40.44,53.97,,
23,181,127.26,53.74,,
24,338.1,283.54,54.56,,
25,263.2,208.34,54.86,,
26,535.7,478.75,56.95,,
27,224.4,167.47,56.93,,
28,257.7,200.57,57.13,,
29,262.1,204.75,57.35,,
30,822.1,760.83,61.27,,
1,224.4,163.26,61.14,,
2,185.3,124.56,60.74,,
3,220.6,160,60.6,,
4,208.4,148.03,60.37,,
5,141,81.29,59.71,,
6,190,130.62,59.38,,
7,140,81.26,58.74,,
8,398.3,338.48,59.82,,
9,192,132.49,59.51,,
10,209,149.69,59.31,,
11,193.3,134.28,59.02,,
12,156.2,97.71,58.49,,
13,97.17,39.58,57.59,,
14,121.4,64.53,56.87,,
15,90.17,34.21,55.96,,
16,74.38,19.41,54.97,,
17,60.4,6.49,53.91,,
18,56.45,3.59,52.86,,
19,53.68,1.87,51.81,,
20,51.3,0.52,50.78,,
21,48.83,0,48.83,,
22,45.95,0,45.95,,
23,43.38,0,43.38,,
24,39.64,0,39.64,,
25,37.58,0,37.58,,
26,36.2,0,36.2,,
27,35.07,0,35.07,,
28,34.22,0,34.22,,
29,37,3.44,33.56,,
30,34.47,1.57,32.9,,
31,42.33,10.02,32.31,,
1,45.47,13.72,31.75,,
2,32.43,1.3,31.13,,
3,27.23,0,27.23,,
4,25.82,0,25.82,,
5,23.44,0,23.44,,
6,23.44,0.47,22.97,,
7,22.42,0,22.42,,
8,21.17,0,21.17,,
9,20.5,0,20.5,,
10,20,0,20,,
11,18.68,0,18.68,,
12,18.55,0.24,18.31,,
13,16.5,0,16.5,,
14,16,0,16,,
15,13.5,0,13.5,,
16,13.5,0.27,13.23,,
17,13,0.03,12.97,,
18,11.8,0,11.8,,
19,11.2,0,11.2,,
20,11.7,0.72,10.98,,
21,11.83,1.06,10.77,,
22,11.2,0.64,10.56,,
23,10,0,10,,
24,9.77,0,9.77,,
25,9.69,0.11,9.58,,
26,8.54,0,8.54,,
27,8.16,0,8.16,,
28,8.39,0.39,8,,
29,8.39,0.55,7.84,,
30,7.93,0.24,7.69,,
1,7.02,0,7.02,,
2,6.68,0,6.68,,
3,6.68,0.13,6.55,,
4,6.51,0.09,6.42,,
5,6.17,0,6.17,,
6,6.68,0.63,6.05,,
7,6.17,0.24,5.93,,
8,5.68,0,5.68,,
9,7.19,1.61,5.58,,
10,21.28,15.71,5.57,,
11,11.2,5.7,5.5,,
12,8.39,2.98,5.41,,
13,7.7,2.39,5.31,,
14,7.53,2.31,5.22,,
15,7.47,2.34,5.13,,
16,7.02,1.97,5.05,,
17,6.68,1.72,4.96,,
18,6.6,1.73,4.87,,
19,6.6,1.82,4.78,,
20,5.68,0.99,4.69,,
21,5.68,1.07,4.61,,
22,5.84,1.32,4.52,,
23,5.68,1.24,4.44,,
24,5.52,1.16,4.36,,
25,5.15,0.87,4.28,,
26,4.56,0.36,4.2,,
27,4.4,0.29,4.11,,
28,4.56,0.52,4.04,,
29,4.56,0.6,3.96,,
30,4.4,0.52,3.88,,
31,4.4,0.59,3.81,,
1,3.98,0.25,3.73,,
2,4.12,0.46,3.66,,
3,4.4,0.81,3.59,,
4,4.56,1.03,3.53,,
5,4.56,1.09,3.47,,
6,5.04,1.63,3.41,,
7,5.04,1.69,3.35,,
8,4.55,1.25,3.29,,
9,4.26,1.03,3.23,,
10,4.4,1.22,3.18,,
11,4.26,1.14,3.12,,
12,4.4,1.33,3.07,,
13,4.26,1.25,3.01,,
14,4.12,1.16,2.96,,
15,3.84,0.93,2.91,,
16,3.77,0.91,2.86,,
17,3.84,1.03,2.81,,
18,3.7,0.94,2.76,,
19,4.4,1.69,2.71,,
20,3.65,0.99,2.67,,
21,3.47,0.85,2.62,,
22,3.89,1.31,2.57,,
23,5.68,3.14,2.54,,
24,4.12,1.62,2.5,,
25,3.84,1.38,2.46,,
26,3.56,1.14,2.42,,
27,3.56,1.18,2.38,,
28,4.03,1.68,2.34,,
29,2.39,0.1,2.3,,
30,3.42,1.16,2.26,,
31,3.42,1.2,2.22,,
1,2.02,0,2.02,,
2,2.02,0.04,1.98,,
3,2.16,0.22,1.94,,
4,2.3,0.39,1.91,,
5,2.3,0.43,1.87,,
6,2.3,0.46,1.84,,
7,2.72,0.91,1.81,,
8,3.09,1.31,1.78,,
9,2.86,1.11,1.75,,
10,2.63,0.91,1.72,,
11,2.35,0.66,1.69,,
12,1.6,0,1.6,,
13,1.44,0,1.44,,
14,1.55,0.13,1.41,,
15,1.74,0.35,1.39,,
16,1.44,0.08,1.36,,
17,1.41,0.08,1.33,,
18,1.25,0,1.25,,
19,1.31,0.08,1.23,,
20,0.73,0,0.73,,
21,0.8,0.08,0.72,,
22,0.8,0.09,0.71,,
23,0.67,0,0.67,,
24,1.12,0.46,0.66,,
25,0.73,0.09,0.65,,
26,0.85,0.22,0.64,,
27,0.8,0.18,0.62,,
28,0.73,0.12,0.61,,
1,0.73,0.13,0.6,,
2,0.73,0.15,0.59,,
3,0.73,0.16,0.58,,
4,0.67,0.1,0.57,,
5,0.67,0.11,0.56,,
6,0.67,0.12,0.55,,
7,0.6,0.07,0.54,,
8,0.6,0.08,0.53,,
9,0.96,0.44,0.52,,
10,0.96,0.45,0.51,,
11,0.96,0.46,0.5,,
12,0.96,0.46,0.5,,
13,1.12,0.63,0.49,,
14,0.88,0.4,0.48,,
15,0.88,0.4,0.48,,
16,0.88,0.41,0.47,,
17,0.88,0.42,0.46,,
18,0.73,0.28,0.46,,
19,0.42,0,0.42,,
20,0.3,0,0.3,,
21,0.48,0.18,0.3,,
22,0.48,0.19,0.29,,
23,0.54,0.25,0.29,,
24,0.67,0.39,0.28,,
25,0.96,0.68,0.28,,
26,0.67,0.39,0.28,,
27,0.63,0.35,0.28,,
28,0.6,0.33,0.27,,
29,0.67,0.4,0.27,,
30,0.73,0.47,0.27,,
31,0.73,0.47,0.27,,
1,0.73,0.47,0.26,,
2,0.48,0.22,0.26,,
3,1.28,1.02,0.26,,
4,1.28,1.02,0.26,,
5,1.36,1.1,0.26,,
6,1.12,0.86,0.26,,
7,0.96,0.7,0.26,,
8,0.96,0.7,0.26,,
9,0.96,0.7,0.26,,
10,0.73,0.47,0.26,,
11,0.73,0.48,0.26,,
12,0.67,0.41,0.26,,
13,0.42,0.17,0.25,,
14,0.42,0.17,0.25,,
15,0.3,0.06,0.24,,
16,0,0,0,,
17,0,0,0,,
18,0,0,0,,
19,0.42,0.42,0,,
20,0.36,0.35,0.01,,
21,0.36,0.35,0.01,,
22,0.4,0.39,0.01,,
23,0.2,0.19,0.01,,
24,0,0,0,,
25,0.2,0.2,0,,
26,0.2,0.2,0,,
27,0.2,0.2,0,,
28,0,0,0,,
29,0.73,0.73,0,,
30,0.2,0.19,0.01,,
1,0.2,0.19,0.01,,
2,0,0,0,,
3,0,0,0,,
4,0,0,0,,
5,0.2,0.2,0,,
6,0.48,0.48,0,,
7,0.54,0.53,0.01,,
8,0.8,0.79,0.01,,
9,0.54,0.52,0.02,,
10,1.12,1.1,0.02,,
11,0.96,0.93,0.03,,
12,0.96,0.93,0.03,,
13,0.96,0.92,0.04,,
14,0.73,0.69,0.04,,
15,0.67,0.62,0.05,,
16,0.54,0.49,0.05,,
17,0.3,0.25,0.05,,
18,0.67,0.62,0.05,,
19,0.73,0.68,0.06,,
20,0.67,0.61,0.06,,
21,0.3,0.24,0.06,,
22,0.1,0.04,0.06,,
23,0.36,0.3,0.06,,
24,0.42,0.36,0.06,,
25,0.42,0.36,0.06,,
26,0.42,0.36,0.06,,
27,0,0,0,,
28,0,0,0,,
29,0,0,0,,
30,0,0,0,,
31,0,0,0,,
1,0,0,0,,
2,0,0,0,,
3,0,0,0,,
4,0,0,0,,
5,0,0,0,,
6,0,0,0,,
7,0,0,0,,
8,33,32.78,0.22,,
9,204.7,203.13,1.57,,
10,50.5,48.64,1.86,,
11,40.33,38.25,2.08,,
12,363.7,359.27,4.43,,
13,34.83,30.28,4.55,,
14,22.92,18.34,4.58,,
15,18.27,13.69,4.58,,
16,14.44,9.89,4.55,,
17,12.08,7.57,4.51,,
18,12.51,8.04,4.47,,
19,11.74,7.31,4.43,,
20,12.78,8.38,4.4,,
21,13.33,8.96,4.37,,
22,11.67,7.34,4.33,,
23,15.97,11.65,4.32,,
24,13.82,9.52,4.3,,
25,12.93,8.66,4.27,,
26,12.36,8.12,4.24,,
27,7.93,3.75,4.18,,
28,7.09,2.97,4.12,,
29,10.05,5.97,4.08,,
30,203.4,198.09,5.31,,
1,45.67,40.19,5.48,,
2,19.01,13.55,5.46,,
3,22.27,16.81,5.46,,
4,12.29,6.89,5.4,,
5,9.13,3.82,5.31,,
6,7.97,2.74,5.23,,
7,7.41,2.27,5.14,,
8,6.3,1.26,5.04,,
9,5.8,0.85,4.95,,
10,40.73,35.64,5.09,,
11,78.33,72.86,5.47,,
12,69.67,63.88,5.79,,
13,126.2,119.73,6.47,,
14,126.9,119.76,7.14,,
15,27.75,20.62,7.13,,
16,15.82,8.77,7.05,,
17,28.52,21.47,7.05,,
18,61.09,53.82,7.27,,
19,24.99,17.75,7.24,,
20,22.94,15.74,7.2,,
21,22.29,15.13,7.16,,
22,16.52,9.44,7.08,,
23,13.68,6.7,6.98,,
24,17.09,10.18,6.91,,
25,34.54,27.58,6.96,,
26,37.27,30.25,7.02,,
27,28.25,21.23,7.02,,
28,28.23,21.21,7.02,,
29,26.74,19.73,7.01,,
30,2090,2069.33,20.67,,
31,588.3,564.28,24.02,,
1,360,334.24,25.76,,
2,256.7,229.92,26.78,,
3,197.2,169.82,27.38,,
4,158.7,131,27.7,,
5,132.9,105.05,27.85,,
6,111.8,83.95,27.85,,
7,93.46,65.73,27.73,,
8,83.68,56.13,27.55,,
9,76.5,49.17,27.33,,
10,91.87,64.66,27.21,,
11,75.77,48.78,26.99,,
12,66.69,39.97,26.72,,
13,58.35,31.95,26.4,,
14,56.91,30.83,26.08,,
15,48.53,22.82,25.71,,
16,48.29,22.94,25.35,,
17,45.46,20.48,24.98,,
18,42.5,17.9,24.6,,
19,38.04,13.84,24.2,,
20,41.62,17.79,23.83,,
21,38.43,14.98,23.45,,
22,36.35,13.28,23.07,,
23,36.69,13.98,22.71,,
24,72.35,49.77,22.58,,
25,65.89,43.47,22.42,,
26,43.77,21.65,22.12,,
27,36.07,14.3,21.77,,
28,31.92,10.51,21.41,,
29,30,8.96,21.04,,
30,28.21,7.54,20.67,,
31,30.34,10.02,20.32,,
1,29.97,9.99,19.98,,
2,26.36,6.73,19.63,,
3,26.39,7.11,19.28,,
4,26.02,7.08,18.94,,
5,24.02,5.42,18.6,,
6,22.85,4.59,18.26,,
7,21.19,3.28,17.91,,
8,18.28,0.72,17.56,,
9,16.85,0,16.85,,
10,15.36,0,15.36,,
11,14.72,0,14.72,,
12,13.08,0,13.08,,
13,12.05,0,12.05,,
14,10.34,0,10.34,,
15,8.78,0,8.78,,
16,8.02,0,8.02,,
17,6.94,0,6.94,,
18,5.63,0,5.63,,
19,5.1,0,5.1,,
20,4.68,0,4.68,,
21,5,0.41,4.59,,
22,4.96,0.46,4.5,,
23,4.53,0.12,4.41,,
24,3.85,0,3.85,,
25,3.38,0,3.38,,
26,3.07,0,3.07,,
27,3.41,0.4,3.01,,
28,3.46,0.51,2.95,,
29,3.34,0.44,2.9,,
30,3.19,0.35,2.84,,
1,3.07,0.28,2.79,,
2,2.93,0.2,2.73,,
3,2.89,0.21,2.68,,
4,2.42,0,2.42,,
5,1.76,0,1.76,,
6,1.69,0,1.69,,
7,1.68,0.02,1.66,,
8,1.79,0.17,1.62,,
9,1.68,0.09,1.59,,
10,1.72,0.16,1.56,,
11,1.64,0.11,1.53,,
12,1.57,0.07,1.5,,
13,1.62,0.15,1.47,,
14,1.4,0,1.4,,
15,1.25,0,1.25,,
16,1.18,0,1.18,,
17,1.19,0.03,1.16,,
18,1.16,0.03,1.13,,
19,1.1,0,1.1,,
20,1.16,0.08,1.08,,
21,1.32,0.26,1.06,,
22,1.32,0.28,1.04,,
23,1.3,0.28,1.02,,
24,1.36,0.36,1,,
25,1.11,0.13,0.98,,
26,1.01,0.05,0.96,,
27,0.83,0,0.83,,
28,0.83,0.02,0.81,,
29,0.61,0,0.61,,
30,0.65,0.05,0.6,,
31,0.77,0.18,0.59,,
1,0.64,0.06,0.58,,
2,0.6,0.04,0.56,,
3,0.57,0.02,0.55,,
4,0.57,0.03,0.54,,
5,0.55,0.01,0.53,,
6,0.55,0.02,0.52,,
7,0.52,0.01,0.51,,
8,0.57,0.07,0.5,,
9,0.6,0.11,0.49,,
10,0.6,0.12,0.48,,
11,0.64,0.17,0.47,,
12,0.89,0.42,0.47,,
13,0.83,0.37,0.46,,
14,0.68,0.23,0.45,,
15,0.6,0.15,0.45,,
16,0.64,0.2,0.44,,
17,0.68,0.25,0.43,,
