           Day,    Flow (cfs),Direct Runoff (cfs),Base Flow (cfs),,Base Flow Index (BFI): 0.271
25,3.82,1.13,2.69,,
26,3.82,1.18,2.64,,
27,4.11,1.51,2.61,,
28,4.26,1.69,2.57,,
1,4.26,1.72,2.54,,
2,4.04,1.54,2.5,,
3,3.82,1.35,2.47,,
4,3.82,1.39,2.43,,
5,3.82,1.42,2.4,,
6,3.6,1.24,2.36,,
7,3.89,1.56,2.33,,
8,4.48,2.18,2.3,,
9,9.16,6.83,2.33,,
10,17.38,14.95,2.43,,
11,25.65,23.04,2.61,,
12,23.1,20.34,2.76,,
13,12.69,9.89,2.8,,
14,7.6,4.81,2.79,,
15,6.12,3.35,2.77,,
16,5.78,3.04,2.75,,
17,6.03,3.31,2.72,,
18,6.45,3.74,2.71,,
19,5.53,2.85,2.68,,
20,4.78,2.13,2.65,,
21,4.33,1.72,2.61,,
22,4.04,1.46,2.58,,
23,3.6,1.07,2.53,,
24,3.45,0.96,2.49,,
25,3.16,0.71,2.45,,
26,3.16,0.75,2.41,,
27,5.78,3.39,2.39,,
28,5.87,3.49,2.38,,
29,4.41,2.05,2.35,,
30,3.97,1.64,2.32,,
31,3.67,1.38,2.29,,
1,3.38,1.12,2.26,,
2,3.01,0.79,2.22,,
3,2.87,0.69,2.18,,
4,2.65,0.5,2.14,,
5,2.5,0.4,2.1,,
6,2.5,0.43,2.07,,
7,2.5,0.47,2.03,,
8,2.34,0.35,1.99,,
9,2.18,0.22,1.96,,
10,2.18,0.26,1.92,,
11,2.27,0.38,1.88,,
12,2.5,0.65,1.85,,
13,2.45,0.63,1.82,,
14,2.18,0.39,1.79,,
15,2.34,0.58,1.76,,
16,2.65,0.91,1.73,,
17,2.65,0.94,1.71,,
18,2.72,1.04,1.68,,
19,2.72,1.06,1.66,,
20,2.72,1.08,1.64,,
21,2.72,1.1,1.62,,
22,2.72,1.12,1.6,,
23,2.72,1.14,1.58,,
24,2.5,0.95,1.55,,
25,2.34,0.81,1.53,,
26,2.34,0.83,1.51,,
27,2.02,0.54,1.48,,
28,2.18,0.72,1.46,,
29,2.18,0.74,1.44,,
30,2.18,0.76,1.42,,
1,2.18,0.78,1.4,,
2,2.72,1.34,1.38,,
3,2.34,0.98,1.36,,
4,2.45,1.1,1.35,,
5,2.79,1.46,1.34,,
6,2.59,1.27,1.32,,
7,2.45,1.14,1.31,,
8,2.45,1.16,1.29,,
9,2.18,0.9,1.28,,
10,2.65,1.38,1.26,,
11,2.29,1.04,1.25,,
12,1.86,0.63,1.23,,
13,1.86,0.65,1.21,,
14,1.86,0.67,1.19,,
15,1.7,0.52,1.18,,
16,1.7,0.54,1.16,,
17,1.22,0.09,1.13,,
18,1.11,0,1.11,,
19,1.06,0,1.06,,
20,0.9,0,0.9,,
21,0.9,0.02,0.88,,
22,0.9,0.04,0.86,,
23,1.27,0.42,0.85,,
24,1.22,0.38,0.84,,
25,1.27,0.45,0.83,,
26,1.43,0.62,0.82,,
27,1.33,0.52,0.8,,
28,1.22,0.43,0.79,,
29,1.06,0.28,0.78,,
30,0.9,0.13,0.77,,
31,0.9,0.15,0.75,,
1,1.17,0.43,0.74,,
2,1.17,0.44,0.73,,
3,1.12,0.4,0.72,,
4,1.1,0.39,0.71,,
5,1.08,0.38,0.7,,
6,1.08,0.4,0.69,,
7,1.08,0.4,0.68,,
8,1.09,0.42,0.67,,
9,1.09,0.43,0.66,,
10,1.09,0.44,0.65,,
11,1.09,0.45,0.64,,
12,0.88,0.25,0.63,,
13,0.96,0.34,0.62,,
14,0.95,0.34,0.61,,
15,1.14,0.54,0.61,,
16,1.53,0.92,0.6,,
17,1.93,1.33,0.61,,
18,11.3,10.6,0.7,,
19,5.21,4.48,0.73,,
20,6.98,6.21,0.78,,
21,4.53,3.73,0.8,,
22,5.84,5.01,0.83,,
23,20.95,19.94,1.01,,
24,11.1,10.01,1.09,,
25,5.8,4.68,1.12,,
26,1.76,0.66,1.1,,
27,1.88,0.79,1.09,,
28,16.35,15.13,1.22,,
29,9.36,8.08,1.27,,
30,19.77,18.34,1.43,,
1,7.04,5.59,1.46,,
2,10.6,9.08,1.52,,
3,120,117.34,2.66,,
4,14.24,11.52,2.72,,
5,6.67,3.97,2.7,,
6,5.53,2.85,2.68,,
7,6.03,3.37,2.66,,
8,7.65,4.99,2.66,,
9,26.4,23.56,2.84,,
10,88.76,85.13,3.63,,
11,54.94,50.88,4.06,,
12,34.6,30.32,4.28,,
13,34.36,29.86,4.5,,
14,37.97,33.23,4.74,,
15,25.24,20.39,4.85,,
16,290,282.44,7.56,,
17,69.93,61.9,8.03,,
18,470,457.57,12.43,,
19,77.13,64.31,12.82,,
20,214.8,200.24,14.56,,
21,170.8,154.99,15.81,,
22,280,261.9,18.1,,
23,408,386.41,21.59,,
24,199.1,176.19,22.91,,
25,171.9,147.97,23.93,,
26,84.62,60.57,24.05,,
27,60.87,36.93,23.94,,
28,235.94,210.38,25.56,,
29,223.6,196.59,27.01,,
30,76,49.05,26.95,,
31,38.65,12.11,26.54,,
1,30.41,4.36,26.05,,
2,50.71,24.93,25.78,,
3,176.5,149.75,26.75,,
4,124.5,97.31,27.19,,
5,342.4,312.64,29.76,,
6,185,154.3,30.7,,
7,137,105.86,31.14,,
8,1865,1816.39,48.61,,
9,415.5,364.23,51.27,,
10,192,140.36,51.64,,
11,114.1,62.86,51.24,,
12,73.55,23.11,50.44,,
13,60,10.46,49.54,,
14,63.49,14.8,48.69,,
15,49,1.27,47.73,,
16,48.5,1.71,46.79,,
17,173.5,126.38,47.12,,
18,475,424.59,50.41,,
19,183.7,132.98,50.72,,
20,185,133.96,51.04,,
21,310,257.41,52.59,,
22,118.2,66.01,52.19,,
23,105.1,53.42,51.68,,
24,197.8,145.7,52.1,,
25,165,112.82,52.18,,
26,196.6,144.03,52.57,,
27,172,119.29,52.71,,
28,156.3,103.61,52.69,,
29,132.5,80.07,52.43,,
30,96.6,44.77,51.83,,
31,100.8,49.52,51.28,,
1,698.1,641.45,56.65,,
2,111.7,55.63,56.07,,
3,95,39.66,55.34,,
4,106.4,51.65,54.75,,
5,80.5,26.58,53.92,,
6,73,19.96,53.04,,
7,71.93,19.75,52.18,,
8,63.98,12.72,51.26,,
9,356.9,303.64,53.26,,
10,160,106.74,53.26,,
11,70.69,18.31,52.38,,
12,73.69,22.14,51.55,,
13,71,20.28,50.72,,
14,85.18,35.12,50.06,,
15,115,65.29,49.71,,
16,140.6,90.98,49.62,,
17,177,127.11,49.89,,
18,117.4,67.83,49.57,,
19,86.49,37.54,48.95,,
20,69.47,21.28,48.19,,
21,53.76,6.47,47.29,,
22,42.7,0,42.7,,
23,44.19,2.32,41.87,,
24,36,0,36,,
25,35.05,0,35.05,,
26,34,0,34,,
27,28.6,0,28.6,,
28,23.68,0,23.68,,
29,24.08,0.86,23.22,,
30,24.11,1.35,22.76,,
1,23,0.68,22.32,,
2,22.5,0.62,21.88,,
3,21,0,21,,
4,16.74,0,16.74,,
5,16.53,0.12,16.41,,
6,15,0,15,,
7,14.41,0,14.41,,
8,14,0,14,,
9,13.53,0,13.53,,
10,14.37,1.1,13.27,,
11,14.24,1.22,13.02,,
12,14,1.23,12.77,,
13,13.93,1.4,12.53,,
14,13.23,0.94,12.29,,
15,13,0.95,12.05,,
16,12.92,1.1,11.82,,
17,11.83,0.24,11.59,,
18,11.59,0.23,11.36,,
19,12.04,0.9,11.14,,
20,11.69,0.77,10.92,,
21,11.66,0.95,10.71,,
22,11.6,1.09,10.51,,
23,11.6,1.29,10.31,,
24,11.04,0.92,10.12,,
25,10.33,0.41,9.92,,
26,10.65,0.92,9.73,,
27,10.2,0.66,9.54,,
28,10.14,0.78,9.36,,
29,10.15,0.97,9.18,,
30,10.1,1.09,9.01,,
31,9.68,0.85,8.84,,
1,9.45,0.78,8.67,,
2,9.41,0.91,8.5,,
3,9.25,0.91,8.34,,
4,8.6,0.42,8.18,,
5,8.6,0.58,8.02,,
6,8.57,0.71,7.87,,
7,8.57,0.85,7.72,,
8,8.52,0.95,7.57,,
9,8.57,1.14,7.43,,
10,8.6,1.31,7.3,,
11,10.31,3.13,7.18,,
12,9,1.94,7.06,,
13,8.55,1.62,6.93,,
14,8.62,1.8,6.81,,
15,8.43,1.74,6.69,,
16,8.4,1.82,6.58,,
17,8.48,2.02,6.47,,
18,8.45,2.09,6.36,,
19,8.45,2.2,6.25,,
20,8.47,2.32,6.15,,
21,8.8,2.75,6.06,,
22,7.38,1.43,5.95,,
23,7.6,1.76,5.85,,
24,8.54,2.78,5.76,,
25,8.45,2.78,5.67,,
26,8.44,2.85,5.59,,
27,7.02,1.53,5.49,,
28,7.49,2.09,5.4,,
29,7.34,2.03,5.31,,
30,7.29,2.06,5.23,,
1,7.18,2.03,5.14,,
2,7.13,2.07,5.06,,
3,7.13,2.15,4.98,,
4,7.83,2.92,4.91,,
5,7.1,2.27,4.83,,
6,7.11,2.34,4.76,,
7,7.05,2.36,4.69,,
8,6.87,2.26,4.62,,
9,6.88,2.33,4.55,,
10,6.85,2.37,4.48,,
11,6.81,2.39,4.42,,
12,6.85,2.5,4.35,,
13,6.78,2.49,4.29,,
14,6.54,2.31,4.23,,
15,6.49,2.32,4.17,,
16,6.43,2.32,4.11,,
17,5.42,1.38,4.04,,
18,6.45,2.47,3.98,,
19,6.49,2.56,3.93,,
20,6.45,2.58,3.87,,
21,6.47,2.65,3.82,,
22,6.44,2.66,3.77,,
23,6.31,2.59,3.72,,
24,6.3,2.62,3.68,,
25,112,107.33,4.67,,
26,52.76,47.71,5.05,,
27,11.58,6.56,5.02,,
28,10.23,5.26,4.97,,
29,9.26,4.35,4.91,,
30,8.48,3.63,4.85,,
31,9.3,4.5,4.8,,
1,11.51,6.74,4.77,,
2,13.86,9.09,4.77,,
3,13.59,8.83,4.76,,
4,13.15,8.4,4.75,,
5,10.83,6.12,4.71,,
6,11.51,6.82,4.69,,
7,36,31.1,4.9,,
8,38.97,33.83,5.14,,
9,32.12,26.81,5.31,,
10,16.23,10.92,5.31,,
11,17.17,11.85,5.32,,
12,13.83,8.53,5.3,,
13,11.7,6.44,5.26,,
14,10.1,4.9,5.2,,
15,10.14,4.99,5.15,,
16,16.1,10.95,5.15,,
17,14.6,9.46,5.14,,
18,10.7,5.6,5.1,,
19,9.98,4.94,5.04,,
20,9.18,4.2,4.98,,
21,8.7,3.78,4.92,,
22,8.5,3.64,4.86,,
23,8.3,3.5,4.8,,
24,8.2,3.46,4.74,,
25,8.12,3.44,4.68,,
26,8.1,3.48,4.62,,
27,7.68,3.12,4.56,,
28,7.95,3.45,4.5,,
29,7.96,3.51,4.44,,
30,7.95,3.56,4.39,,
31,7.07,2.74,4.33,,
1,6.96,2.69,4.27,,
2,6.97,2.75,4.21,,
3,6.96,2.8,4.16,,
4,6.8,2.7,4.1,,
5,6.5,2.46,4.04,,
6,6.5,2.51,3.99,,
7,6.4,2.47,3.93,,
8,6.4,2.52,3.88,,
9,6.5,2.67,3.83,,
10,11,7.18,3.82,,
11,12,8.17,3.83,,
12,11,7.18,3.82,,
13,10.1,6.29,3.81,,
14,8.1,4.32,3.78,,
15,7.74,4,3.74,,
16,7.07,3.37,3.7,,
17,6.96,3.31,3.66,,
18,6.8,3.18,3.62,,
19,6.53,2.96,3.57,,
20,6.36,2.83,3.53,,
21,6.3,2.81,3.49,,
22,6.41,2.96,3.45,,
23,5.75,2.35,3.4,,
24,5.75,2.39,3.36,,
25,5.75,2.44,3.31,,
26,6.36,3.08,3.28,,
27,8.16,4.9,3.26,,
28,6.83,3.6,3.23,,
29,5.73,2.54,3.19,,
1,5.73,2.57,3.16,,
2,5.54,2.42,3.12,,
3,5.5,2.42,3.08,,
4,5.7,2.66,3.04,,
5,5.7,2.69,3.01,,
6,5.53,2.55,2.97,,
7,5.5,2.56,2.94,,
8,5.51,2.6,2.91,,
9,5.43,2.56,2.87,,
10,5.42,2.58,2.84,,
11,5.42,2.61,2.81,,
12,4.15,1.38,2.77,,
13,4.51,1.78,2.73,,
14,4.37,1.67,2.69,,
15,4.4,1.74,2.66,,
16,4.47,1.84,2.62,,
17,4.48,1.89,2.59,,
18,5.61,3.04,2.57,,
19,5.7,3.15,2.55,,
20,5.66,3.13,2.53,,
21,5.36,2.86,2.51,,
22,5.38,2.9,2.48,,
23,4.48,2.03,2.45,,
24,4.49,2.06,2.43,,
25,4.47,2.07,2.4,,
26,3.13,0.77,2.36,,
27,2.08,0,2.08,,
28,2.06,0.03,2.03,,
29,1.98,0,1.98,,
30,1.97,0.03,1.94,,
31,1.92,0.02,1.9,,
1,1.9,0.04,1.86,,
2,1.9,0.07,1.82,,
3,1.88,0.1,1.79,,
4,1.87,0.12,1.75,,
5,1.87,0.15,1.72,,
6,1.89,0.2,1.69,,
7,1.89,0.23,1.66,,
8,1.88,0.25,1.63,,
9,1.87,0.27,1.6,,
10,1.84,0.27,1.57,,
11,1.87,0.33,1.54,,
12,1.86,0.35,1.51,,
13,1.83,0.35,1.48,,
14,1.83,0.37,1.46,,
15,1.86,0.42,1.43,,
16,2.1,0.69,1.41,,
17,2.07,0.68,1.39,,
18,2.06,0.69,1.37,,
19,2.05,0.7,1.35,,
20,1.97,0.64,1.33,,
21,2,0.69,1.31,,
22,1.85,0.56,1.29,,
23,2.12,0.84,1.27,,
24,1.84,0.59,1.25,,
25,1.48,0.25,1.23,,
26,1.67,0.46,1.21,,
27,1.81,0.62,1.19,,
28,1.8,0.63,1.17,,
29,1.85,0.69,1.16,,
30,1.49,0.35,1.14,,
1,1.31,0.19,1.12,,
2,1.31,0.21,1.1,,
3,1.28,0.2,1.08,,
4,1.31,0.25,1.06,,
5,1.28,0.24,1.04,,
6,1.48,0.46,1.02,,
7,1.46,0.46,1.01,,
8,1.46,0.47,0.99,,
9,1.2,0.23,0.97,,
10,1.35,0.39,0.96,,
11,1.27,0.33,0.94,,
12,1.25,0.32,0.93,,
13,1.04,0.13,0.91,,
14,1.03,0.14,0.89,,
15,1.11,0.23,0.88,,
16,1.1,0.24,0.86,,
17,1.1,0.26,0.85,,
18,1.15,0.32,0.83,,
19,1.11,0.29,0.82,,
20,1.12,0.32,0.81,,
21,1.12,0.33,0.79,,
22,1.09,0.31,0.78,,
23,1.12,0.35,0.77,,
24,1.09,0.33,0.76,,
25,1.1,0.36,0.74,,
26,1.09,0.36,0.73,,
27,1.09,0.37,0.72,,
28,1.09,0.38,0.71,,
29,1.08,0.38,0.7,,
30,1.09,0.39,0.69,,
31,1.08,0.4,0.68,,
1,1.06,0.39,0.67,,
2,1.05,0.39,0.66,,
3,1.05,0.4,0.65,,
4,1.05,0.41,0.64,,
5,1.05,0.41,0.64,,
6,1.03,0.4,0.63,,
7,1.07,0.45,0.62,,
8,1.05,0.44,0.61,,
9,1.05,0.45,0.6,,
10,1.05,0.45,0.6,,
11,2.02,1.42,0.6,,
12,2.06,1.46,0.6,,
13,2.04,1.44,0.6,,
14,1.64,1.04,0.6,,
15,1.08,0.49,0.59,,
16,1.06,0.47,0.59,,
17,1.05,0.47,0.58,,
18,1.05,0.48,0.57,,
19,1.05,0.48,0.57,,
20,1.05,0.49,0.56,,
21,10.5,9.85,0.65,,
22,3.5,2.84,0.66,,
23,3,2.33,0.67,,
24,2.8,2.12,0.68,,
25,2.6,1.92,0.68,,
26,2.1,1.42,0.69,,
27,2.9,2.21,0.69,,
28,2.4,1.7,0.7,,
29,2.95,2.24,0.71,,
30,6.2,5.45,0.75,,
1,65.63,64.26,1.37,,
2,7.2,5.8,1.4,,
3,6,4.58,1.42,,
4,52,50.11,1.89,,
5,10,8.07,1.93,,
6,51,48.62,2.38,,
7,33,30.37,2.63,,
8,33,30.12,2.88,,
9,37,33.84,3.16,,
10,35.82,32.4,3.42,,
11,7.2,3.81,3.39,,
12,32,28.4,3.6,,
13,23.5,19.77,3.73,,
14,17.5,13.71,3.79,,
15,79.66,75.2,4.46,,
16,23.23,18.67,4.56,,
17,38.36,33.56,4.8,,
18,108,102.27,5.73,,
19,121.6,114.84,6.76,,
20,130.5,122.66,7.84,,
21,92,83.48,8.52,,
22,43.34,34.65,8.69,,
23,107,97.51,9.49,,
24,45.33,35.67,9.66,,
25,336.6,323.91,12.69,,
26,1415,1388.73,26.27,,
27,228.8,201.05,27.75,,
28,94,66.15,27.85,,
29,60,32.38,27.62,,
30,45.05,17.81,27.24,,
31,51,24.06,26.94,,
1,1515,1473.92,41.08,,
2,188.3,146.58,41.72,,
3,102.9,61.4,41.5,,
4,916,866.7,49.3,,
5,654.9,600.6,54.3,,
6,150.8,96.62,54.18,,
7,94,40.5,53.5,,
8,80,27.3,52.7,,
9,91.73,39.69,52.04,,
10,148.8,96.83,51.97,,
11,80,28.79,51.21,,
12,70.32,19.93,50.39,,
13,197.3,146.46,50.84,,
14,280,227.91,52.09,,
15,205,152.43,52.57,,
16,121.6,69.39,52.21,,
17,102,50.33,51.67,,
18,380,326.12,53.88,,
19,627.1,568.63,58.47,,
20,212.4,153.57,58.83,,
21,324.4,264.12,60.28,,
22,232.7,171.91,60.79,,
23,95.19,35.26,59.93,,
24,127,67.6,59.4,,
25,130,71.08,58.92,,
26,91.83,33.75,58.08,,
27,138.6,80.88,57.72,,
28,102,44.98,57.02,,
29,62,6.06,55.94,,
30,54.51,0,54.51,,
31,48.21,0,48.21,,
1,107.08,59.24,47.84,,
2,104.2,56.76,47.44,,
3,64.8,18.12,46.68,,
4,95.47,49.24,46.23,,
5,148,101.68,46.32,,
6,104.6,58.62,45.98,,
7,88,42.52,45.48,,
8,70,25.18,44.82,,
9,48.97,4.99,43.98,,
10,63.58,20.28,43.3,,
11,93.8,50.86,42.94,,
12,94,51.41,42.59,,
13,80,37.88,42.12,,
14,104.5,62.6,41.9,,
15,100,58.36,41.64,,
16,102,60.59,41.41,,
17,161.2,119.42,41.78,,
18,57.28,16.18,41.1,,
19,64.97,24.45,40.52,,
20,36.54,0,36.54,,
21,45.54,9.63,35.91,,
22,42,6.75,35.25,,
23,34.65,0.1,34.55,,
24,31.19,0,31.19,,
25,30.5,0,30.5,,
26,30.69,0.79,29.9,,
27,27.76,0,27.76,,
28,26.47,0,26.47,,
29,21,0,21,,
30,58.65,37.69,20.96,,
1,35.55,14.87,20.68,,
2,25,4.68,20.32,,
3,23.02,3.08,19.94,,
4,24,4.41,19.59,,
5,49.67,30.17,19.5,,
6,33,13.76,19.24,,
7,28.21,9.26,18.95,,
8,22.75,4.14,18.61,,
9,15.85,0,15.85,,
10,15.05,0,15.05,,
11,15.46,0.7,14.76,,
12,13.62,0,13.62,,
13,12.4,0,12.4,,
14,12.97,0.81,12.16,,
15,12.84,0.91,11.93,,
16,12.44,0.75,11.69,,
17,10.55,0,10.55,,
18,10.78,0.44,10.34,,
19,10.67,0.53,10.14,,
20,10.7,0.75,9.95,,
21,10.8,1.04,9.76,,
22,10.5,0.93,9.57,,
23,30.21,20.62,9.59,,
24,15.36,5.91,9.45,,
25,26.54,17.11,9.43,,
26,54.37,44.68,9.69,,
27,13.8,4.26,9.54,,
28,16.02,6.61,9.41,,
29,12.59,3.33,9.26,,
30,12.13,3.03,9.1,,
31,11.87,2.92,8.95,,
1,10.41,1.62,8.79,,
2,7.97,0,7.97,,
3,9.4,1.58,7.82,,
4,7.95,0.28,7.67,,
5,7.27,0,7.27,,
6,7.36,0.23,7.13,,
7,7.37,0.38,6.99,,
8,7.02,0.17,6.85,,
9,7.23,0.51,6.72,,
10,8.5,1.9,6.6,,
11,6.96,0.48,6.48,,
12,6.94,0.58,6.35,,
13,6.89,0.66,6.23,,
14,6.86,0.74,6.11,,
15,6.83,0.82,6,,
16,6.08,0.2,5.88,,
17,6.5,0.73,5.77,,
18,6.03,0.37,5.66,,
19,5.99,0.44,5.55,,
20,5.99,0.54,5.45,,
21,5.81,0.47,5.34,,
22,5.84,0.6,5.24,,
23,5.81,0.67,5.14,,
24,6,0.95,5.05,,
25,5.89,0.93,4.96,,
26,5.78,0.91,4.87,,
27,5.59,0.82,4.78,,
28,5.54,0.85,4.69,,
29,5.81,1.2,4.61,,
30,6.13,1.6,4.53,,
1,5.8,1.34,4.46,,
2,5.75,1.37,4.38,,
3,5.71,1.41,4.31,,
4,5.72,1.48,4.24,,
5,5.72,1.56,4.17,,
6,5.74,1.64,4.1,,
7,5.71,1.68,4.03,,
8,5.7,1.73,3.97,,
9,5.36,1.46,3.91,,
10,5.32,1.48,3.84,,
11,5.28,1.5,3.78,,
12,5.26,1.54,3.72,,
13,5.23,1.57,3.66,,
14,5.22,1.62,3.6,,
15,5.22,1.67,3.55,,
16,5.22,1.72,3.5,,
17,5.74,2.29,3.45,,
18,5.7,2.3,3.4,,
19,5.65,2.29,3.36,,
20,5.59,2.27,3.31,,
21,5.55,2.28,3.27,,
22,5.55,2.32,3.23,,
23,5.39,2.2,3.18,,
24,6.73,3.58,3.16,,
25,6.7,3.57,3.13,,
26,6.63,3.53,3.1,,
27,6.53,3.46,3.07,,
28,6.57,3.52,3.05,,
29,6.7,3.68,3.02,,
30,6.59,3.59,3,,
31,6.59,3.61,2.97,,
1,6.57,3.62,2.95,,
2,4.5,1.59,2.91,,
3,6.42,3.54,2.88,,
4,6.33,3.47,2.86,,
5,4.5,1.68,2.82,,
6,6.38,3.58,2.8,,
7,5.85,3.08,2.77,,
8,5.7,2.95,2.75,,
9,5.75,3.02,2.72,,
10,6.49,3.78,2.71,,
11,6.55,3.86,2.69,,
12,5.3,2.64,2.66,,
13,5.3,2.66,2.64,,
14,6.09,3.48,2.62,,
15,5.54,2.95,2.6,,
16,5.7,3.12,2.58,,
17,5.74,3.18,2.56,,
18,6.73,4.18,2.55,,
19,5.7,3.17,2.53,,
20,5.62,3.11,2.51,,
21,5.84,3.35,2.49,,
22,5.82,3.35,2.47,,
23,5.8,3.34,2.46,,
24,6.64,4.19,2.45,,
25,5.49,3.06,2.43,,
26,4.5,2.1,2.4,,
27,5.12,2.74,2.38,,
28,5.12,2.75,2.36,,
29,5.4,3.05,2.35,,
30,5.21,2.89,2.33,,
31,5.2,2.89,2.31,,
1,5.47,3.18,2.3,,
2,4.4,2.13,2.27,,
3,5.38,3.13,2.26,,
4,4.73,2.49,2.24,,
5,4.68,2.46,2.22,,
6,4.7,2.51,2.2,,
7,4.87,2.69,2.18,,
8,4.92,2.76,2.16,,
9,5.6,3.45,2.15,,
10,4.77,2.63,2.14,,
11,4.94,2.81,2.12,,
12,4.69,2.59,2.11,,
13,4.72,2.63,2.09,,
14,4.73,2.65,2.08,,
15,4.61,2.56,2.06,,
16,5.3,3.25,2.05,,
17,4.62,2.58,2.03,,
18,4.66,2.64,2.02,,
19,4.67,2.66,2.01,,
20,4.66,2.67,1.99,,
21,4.6,2.62,1.98,,
22,4.6,2.63,1.97,,
23,4.5,2.55,1.95,,
24,4.52,2.58,1.94,,
25,4.51,2.58,1.93,,
26,4.15,2.24,1.91,,
27,4.1,2.2,1.89,,
28,4.14,2.26,1.88,,
1,4.13,2.27,1.86,,
2,4.12,2.27,1.85,,
3,4.17,2.33,1.83,,
4,4.12,2.3,1.82,,
5,4.11,2.31,1.81,,
6,4.04,2.25,1.79,,
7,4.12,2.34,1.78,,
8,4.05,2.29,1.77,,
9,4.12,2.36,1.76,,
10,4.05,2.3,1.74,,
11,4.02,2.29,1.73,,
12,4.02,2.3,1.72,,
13,1.79,0.1,1.69,,
14,1.79,0.13,1.65,,
15,1.67,0.05,1.62,,
16,1.65,0.06,1.59,,
17,1.73,0.17,1.56,,
18,1.77,0.24,1.53,,
19,1.63,0.13,1.5,,
20,1.67,0.19,1.47,,
21,1.66,0.22,1.45,,
22,1.66,0.24,1.42,,
23,1.65,0.26,1.39,,
24,1.65,0.28,1.37,,
25,1.61,0.26,1.34,,
26,1.6,0.28,1.32,,
27,1.61,0.31,1.3,,
28,1.6,0.33,1.27,,
29,1.59,0.34,1.25,,
30,1.58,0.35,1.23,,
31,1.66,0.44,1.21,,
1,1.62,0.43,1.19,,
2,1.58,0.41,1.17,,
3,16.85,15.55,1.3,,
4,34.49,32.89,1.6,,
5,7.34,5.71,1.63,,
6,7.3,5.65,1.65,,
7,4.75,3.1,1.65,,
8,4.13,2.49,1.64,,
9,4.12,2.49,1.63,,
10,1.66,0.06,1.6,,
11,1.66,0.08,1.57,,
12,1.66,0.11,1.54,,
13,1.5,0,1.5,,
14,1.5,0.03,1.47,,
15,1.59,0.15,1.44,,
16,1.6,0.18,1.42,,
17,1.59,0.2,1.39,,
18,1.5,0.14,1.36,,
19,1.56,0.22,1.34,,
20,1.4,0.09,1.31,,
21,1.51,0.23,1.29,,
22,1.52,0.25,1.26,,
23,1.55,0.31,1.24,,
24,1.55,0.33,1.22,,
25,1.45,0.25,1.2,,
26,1.52,0.34,1.18,,
27,1.38,0.22,1.16,,
28,1.53,0.39,1.14,,
29,1.5,0.39,1.12,,
30,1.51,0.41,1.1,,
1,1.48,0.4,1.08,,
2,1.54,0.47,1.07,,
3,1.53,0.48,1.05,,
4,1.43,0.4,1.03,,
5,1.53,0.51,1.02,,
6,1.49,0.49,1,,
7,1.48,0.5,0.99,,
8,1.49,0.51,0.97,,
9,1.48,0.52,0.96,,
10,1.39,0.45,0.94,,
11,1.45,0.52,0.93,,
12,1.37,0.46,0.91,,
13,1.36,0.46,0.9,,
14,1.36,0.47,0.89,,
15,1.36,0.49,0.87,,
16,1.36,0.5,0.86,,
17,1.35,0.5,0.85,,
18,1.35,0.51,0.84,,
19,1.36,0.53,0.83,,
20,1.4,0.59,0.82,,
21,1.35,0.54,0.81,,
22,1.35,0.56,0.79,,
23,1.34,0.56,0.78,,
24,1.33,0.56,0.77,,
25,1.33,0.57,0.76,,
26,1.34,0.59,0.75,,
27,1.33,0.59,0.75,,
28,1.36,0.62,0.74,,
29,1.31,0.58,0.73,,
30,1.32,0.6,0.72,,
31,1.31,0.6,0.71,,
1,1.35,0.65,0.7,,
2,1.29,0.59,0.69,,
3,1.28,0.59,0.69,,
4,1.28,0.6,0.68,,
5,1.32,0.65,0.67,,
6,1.29,0.62,0.66,,
7,1.28,0.62,0.66,,
8,1.28,0.63,0.65,,
9,1.29,0.64,0.64,,
10,1.28,0.65,0.64,,
11,1.31,0.68,0.63,,
12,1.28,0.65,0.63,,
13,1.29,0.67,0.62,,
14,1.28,0.67,0.61,,
15,1.28,0.67,0.61,,
16,1.59,0.98,0.61,,
17,1.45,0.85,0.6,,
18,1.66,1.06,0.6,,
19,1.44,0.84,0.6,,
20,1.59,0.99,0.6,,
21,1.52,0.93,0.59,,
22,6.2,5.56,0.64,,
23,12.11,11.37,0.74,,
24,12.8,11.96,0.84,,
25,11.08,10.15,0.93,,
26,123.3,121.19,2.11,,
27,26.02,23.71,2.31,,
28,86,82.91,3.09,,
29,45,41.56,3.44,,
30,25.98,22.39,3.59,,
1,64.66,60.53,4.13,,
2,32,27.68,4.32,,
3,15.4,11.06,4.34,,
4,95.94,90.78,5.16,,
5,50.04,44.54,5.5,,
6,29,23.38,5.62,,
7,28.69,22.95,5.74,,
8,82,75.62,6.38,,
9,18.89,12.51,6.38,,
10,10.63,4.34,6.29,,
11,10.62,4.41,6.21,,
12,10.04,3.92,6.12,,
13,7,0.99,6.01,,
14,5.46,0,5.46,,
15,12.37,6.95,5.42,,
16,24.4,18.9,5.5,,
17,106.3,99.91,6.39,,
18,43.5,36.88,6.62,,
19,144,136.15,7.85,,
20,45,36.94,8.06,,
21,92,83.27,8.73,,
22,47.8,38.86,8.94,,
23,44.51,35.4,9.11,,
24,150,139.68,10.32,,
25,166.24,154.58,11.66,,
26,80,67.9,12.1,,
27,56,43.71,12.29,,
28,36.34,24.05,12.29,,
29,1085,1062.37,22.63,,
30,360,334.49,25.51,,
31,220.9,193.97,26.93,,
