           Day,    Flow (cfs),Direct Runoff (cfs),Base Flow (cfs),,Base Flow Index (BFI): 0.271
1,793.6,396.8,396.8,,
2,2649,2237.84,411.16,,
3,155.6,0,155.6,,
4,428,272.79,155.21,,
5,115.5,0,115.5,,
6,45.7,0,45.7,,
7,82.5,37.34,45.16,,
8,32.77,0,32.77,,
9,31.73,0,31.73,,
10,292,258.33,33.67,,
11,164.4,130.11,34.29,,
12,98.9,64.65,34.25,,
13,100.3,66.08,34.22,,
14,57.5,23.72,33.78,,
15,47.5,14.26,33.24,,
16,46.66,13.94,32.72,,
17,40.45,8.31,32.14,,
18,67.97,36.11,31.86,,
19,55.63,24.17,31.46,,
20,50.72,19.69,31.03,,
21,36.25,5.78,30.47,,
22,48.21,18.17,30.04,,
23,62.71,32.94,29.77,,
24,50,20.62,29.38,,
25,61.27,32.16,29.11,,
26,75.11,46.12,28.99,,
27,52.44,23.79,28.65,,
28,67.5,39.04,28.46,,
29,56.83,28.65,28.18,,
30,40.05,12.31,27.74,,
31,34.04,6.79,27.25,,
1,38.19,11.37,26.82,,
2,38,11.6,26.4,,
3,29.81,3.9,25.91,,
4,45,19.42,25.58,,
5,25.64,0.56,25.08,,
6,24.45,0,24.45,,
7,25.69,1.71,23.98,,
8,53.61,29.81,23.8,,
9,80,56.12,23.88,,
10,54.38,30.67,23.71,,
11,45,21.55,23.45,,
12,50,26.76,23.24,,
13,25.6,2.79,22.81,,
14,27.57,5.17,22.4,,
15,26.67,4.67,22,,
16,28.37,6.74,21.63,,
17,30.82,9.53,21.29,,
18,37.5,16.47,21.03,,
19,26.04,5.38,20.66,,
20,24.92,4.62,20.3,,
21,23.3,3.38,19.92,,
22,129.2,108.59,20.61,,
23,31.44,11.13,20.31,,
24,35.04,14.99,20.05,,
25,32.5,12.73,19.77,,
26,28.23,8.76,19.47,,
27,25.43,6.29,19.14,,
28,23.44,4.64,18.8,,
29,23.17,4.7,18.47,,
30,39.23,20.92,18.31,,
1,19.65,1.69,17.96,,
2,20,2.37,17.63,,
3,23.87,6.53,17.34,,
4,23.28,6.22,17.06,,
5,23.37,6.59,16.78,,
6,24.77,8.24,16.53,,
7,23.39,7.12,16.27,,
8,21.73,5.73,16,,
9,21,5.27,15.73,,
10,20.8,5.33,15.47,,
11,20.42,5.21,15.21,,
12,19.9,4.94,14.96,,
13,19.28,4.58,14.7,,
14,18.67,4.22,14.45,,
15,18.03,3.83,14.2,,
16,17.04,3.09,13.95,,
17,16.9,3.2,13.7,,
18,16,2.55,13.45,,
19,15.31,2.11,13.2,,
20,14.88,1.92,12.96,,
21,14.88,2.16,12.72,,
22,14.26,1.78,12.48,,
23,12.25,0.02,12.23,,
24,12.25,0.26,11.99,,
25,11.92,0.17,11.75,,
26,11.94,0.42,11.52,,
27,11.32,0.03,11.29,,
28,11.62,0.55,11.07,,
29,11.49,0.63,10.86,,
30,11.5,0.85,10.65,,
31,11.02,0.58,10.44,,
1,10.93,0.69,10.24,,
2,10.56,0.52,10.04,,
3,10.57,0.72,9.85,,
4,10.24,0.58,9.66,,
5,10.08,0.61,9.47,,
6,10.08,0.79,9.29,,
7,9.93,0.82,9.11,,
8,9.87,0.93,8.94,,
9,9.22,0.46,8.76,,
10,9.22,0.63,8.59,,
11,9.15,0.72,8.43,,
12,8.87,0.61,8.27,,
13,8,0,8,,
14,7.3,0,7.3,,
15,7.3,0.14,7.16,,
16,6.98,0,6.98,,
17,6.47,0,6.47,,
18,6.26,0,6.26,,
19,6.46,0.32,6.14,,
20,6.4,0.38,6.02,,
21,6.34,0.44,5.9,,
22,6.14,0.35,5.79,,
23,6.1,0.42,5.68,,
24,6.05,0.49,5.57,,
25,5.86,0.4,5.46,,
26,5.76,0.4,5.36,,
27,5.76,0.51,5.25,,
28,4.66,0,4.66,,
29,5.13,0.56,4.57,,
30,4.64,0.16,4.48,,
1,5.14,0.74,4.4,,
2,5.01,0.69,4.32,,
3,5.97,1.72,4.25,,
4,4.62,0.45,4.17,,
5,4.62,0.53,4.09,,
6,4.6,0.59,4.01,,
7,4.56,0.62,3.94,,
8,4.9,1.03,3.87,,
9,4.87,1.07,3.8,,
10,4.78,1.04,3.74,,
11,4.77,1.09,3.68,,
12,4.76,1.15,3.61,,
13,4.71,1.15,3.55,,
14,4.72,1.22,3.49,,
15,4.66,1.23,3.44,,
16,4.54,1.16,3.38,,
17,4.48,1.16,3.32,,
18,4.1,0.84,3.26,,
19,4.09,0.89,3.21,,
20,4.11,0.96,3.15,,
21,4.02,0.92,3.1,,
22,4.09,1.04,3.05,,
23,4.07,1.08,3,,
24,4,1.05,2.95,,
25,4.2,1.3,2.9,,
26,4.36,1.5,2.86,,
27,4.24,1.43,2.82,,
28,4.1,1.33,2.77,,
29,4.08,1.35,2.73,,
30,4.08,1.39,2.69,,
31,4.04,1.39,2.65,,
1,4.03,1.42,2.61,,
2,4.03,1.46,2.57,,
3,4.05,1.51,2.54,,
4,4.78,2.27,2.51,,
5,4.76,2.28,2.48,,
6,4.87,2.42,2.46,,
7,4.75,2.32,2.43,,
8,4.85,2.44,2.41,,
9,4.92,2.54,2.38,,
10,4.88,2.52,2.36,,
11,4.95,2.61,2.34,,
12,4.92,2.6,2.32,,
13,4.92,2.62,2.3,,
14,4.73,2.45,2.28,,
15,4.8,2.54,2.26,,
16,4.93,2.69,2.24,,
17,4.64,2.42,2.22,,
18,4.64,2.44,2.2,,
19,4.7,2.52,2.18,,
20,4.48,2.32,2.16,,
21,4.65,2.51,2.14,,
22,4.66,2.54,2.12,,
23,4.69,2.59,2.11,,
24,4.74,2.65,2.09,,
25,4.74,2.67,2.07,,
26,4.74,2.68,2.06,,
27,4.5,2.46,2.04,,
28,4.45,2.42,2.03,,
29,4.45,2.43,2.01,,
30,4.16,2.17,1.99,,
31,4.08,2.11,1.97,,
1,4.07,2.12,1.95,,
2,4.14,2.21,1.94,,
3,4.05,2.13,1.92,,
4,3.97,2.07,1.9,,
5,3.95,2.07,1.88,,
6,3.92,2.05,1.87,,
7,3.96,2.11,1.85,,
8,3.82,1.99,1.83,,
9,3.72,1.9,1.82,,
10,3.64,1.84,1.8,,
11,3.72,1.94,1.78,,
12,3.73,1.96,1.77,,
13,3.75,2,1.75,,
14,3.67,1.94,1.73,,
15,3.59,1.87,1.72,,
16,3.46,1.76,1.7,,
17,3.45,1.77,1.69,,
18,3.42,1.76,1.67,,
19,3.43,1.78,1.65,,
20,3.43,1.79,1.64,,
21,3.08,1.46,1.62,,
22,3.12,1.51,1.6,,
23,3.11,1.52,1.59,,
24,3.08,1.51,1.57,,
25,3.11,1.55,1.55,,
26,3.1,1.56,1.54,,
27,3.08,1.55,1.52,,
28,2.92,1.42,1.51,,
1,3.03,1.54,1.49,,
2,3.33,1.85,1.48,,
3,3.12,1.65,1.47,,
4,2.77,1.31,1.45,,
5,2.77,1.33,1.43,,
6,2.61,1.19,1.42,,
7,2.68,1.28,1.4,,
8,2.75,1.36,1.39,,
9,3.93,2.55,1.39,,
10,3.37,1.99,1.38,,
11,3.41,2.04,1.37,,
12,3.6,2.23,1.37,,
13,3.5,2.14,1.36,,
14,3.55,2.2,1.35,,
15,3.21,1.86,1.35,,
16,2.98,1.65,1.33,,
17,2.92,1.6,1.32,,
18,2.62,1.31,1.31,,
19,2.68,1.38,1.3,,
20,2.66,1.37,1.29,,
21,2.6,1.32,1.27,,
22,2.5,1.24,1.26,,
23,2.45,1.21,1.25,,
24,2.45,1.22,1.23,,
25,2.5,1.27,1.22,,
26,2.8,1.59,1.21,,
27,3.03,1.82,1.21,,
28,3.42,2.21,1.21,,
29,3.78,2.58,1.21,,
30,3.96,2.75,1.21,,
31,4,2.79,1.21,,
1,2.71,1.51,1.2,,
2,2.55,1.36,1.19,,
3,2.43,1.25,1.18,,
4,2.53,1.36,1.17,,
5,2.2,1.04,1.16,,
6,1.79,0.65,1.14,,
7,1.77,0.64,1.13,,
8,1.77,0.66,1.11,,
9,1.72,0.62,1.09,,
10,1.72,0.64,1.08,,
11,1.64,0.58,1.06,,
12,1.78,0.73,1.05,,
13,1.62,0.59,1.03,,
14,1.62,0.6,1.02,,
15,1.62,0.61,1,,
16,1.62,0.63,0.99,,
17,1.75,0.77,0.98,,
18,1.63,0.66,0.97,,
19,1.63,0.67,0.95,,
20,1.63,0.69,0.94,,
21,1.65,0.72,0.93,,
22,1.59,0.67,0.92,,
23,1.56,0.65,0.91,,
24,1.54,0.65,0.89,,
25,1.57,0.68,0.88,,
26,1.56,0.69,0.87,,
27,1.53,0.67,0.86,,
28,1.47,0.62,0.85,,
29,1.45,0.61,0.84,,
30,1.1,0.27,0.83,,
1,0.95,0.14,0.81,,
2,0.94,0.15,0.8,,
3,0.95,0.17,0.78,,
4,0.95,0.18,0.77,,
5,0.9,0.15,0.75,,
6,0.9,0.16,0.74,,
7,0.9,0.17,0.73,,
8,0.89,0.18,0.71,,
9,0.89,0.18,0.7,,
10,0.88,0.19,0.69,,
11,0.88,0.2,0.68,,
12,0.84,0.17,0.67,,
13,0.84,0.19,0.65,,
14,0.84,0.2,0.64,,
15,0.83,0.2,0.63,,
16,0.83,0.21,0.62,,
17,0.83,0.22,0.61,,
18,0.82,0.22,0.6,,
19,0.81,0.22,0.59,,
20,0.8,0.22,0.58,,
21,0.79,0.22,0.57,,
22,0.8,0.24,0.56,,
23,0.84,0.28,0.56,,
24,0.69,0.15,0.55,,
25,0.72,0.18,0.54,,
26,0.73,0.2,0.53,,
27,0.74,0.22,0.52,,
28,0.77,0.25,0.51,,
29,0.8,0.29,0.5,,
30,0.79,0.29,0.5,,
31,0.72,0.23,0.49,,
1,0.84,0.36,0.48,,
2,0.89,0.41,0.48,,
3,0.92,0.45,0.47,,
4,1.13,0.66,0.47,,
5,1.03,0.56,0.47,,
6,1.13,0.67,0.46,,
7,9.24,8.7,0.54,,
8,3.86,3.3,0.56,,
9,2.31,1.74,0.57,,
10,2.13,1.56,0.57,,
11,2.13,1.56,0.58,,
12,2.07,1.49,0.58,,
13,15.55,14.83,0.72,,
14,16,15.15,0.85,,
15,6.16,5.27,0.89,,
16,3.95,3.05,0.9,,
17,13.07,12.07,1,,
18,6,4.97,1.03,,
19,3.8,2.76,1.04,,
20,2.95,1.92,1.04,,
21,2.3,1.27,1.03,,
22,50,48.51,1.49,,
23,2.79,1.31,1.48,,
24,31.77,30.02,1.75,,
25,17.5,15.63,1.87,,
26,10.94,9.02,1.92,,
27,44.78,42.48,2.3,,
28,27.17,24.67,2.5,,
29,11.21,8.67,2.54,,
30,67.07,63.94,3.13,,
1,144.3,139.84,4.46,,
2,300,292.72,7.28,,
3,58.94,51.29,7.65,,
4,44.92,37.06,7.86,,
5,53.79,45.63,8.16,,
6,168.6,159.02,9.58,,
7,154.04,143.22,10.82,,
8,48.94,37.96,10.98,,
9,160,147.77,12.23,,
10,72.86,60.27,12.59,,
11,23.06,10.62,12.44,,
12,68.97,56.22,12.75,,
13,31.72,19.03,12.69,,
14,19,6.5,12.5,,
15,19.12,6.8,12.32,,
16,93,80.13,12.87,,
17,23.59,10.87,12.72,,
18,13.12,0.65,12.47,,
19,10.91,0,10.91,,
20,8.99,0,8.99,,
21,96.61,86.93,9.68,,
22,25.51,15.87,9.64,,
23,19,9.46,9.54,,
24,12.23,2.85,9.38,,
25,13.77,4.53,9.24,,
26,16.85,7.72,9.13,,
27,12.05,3.07,8.98,,
28,20.24,11.33,8.91,,
29,73.66,64.29,9.37,,
30,23,13.68,9.32,,
31,16.85,7.64,9.21,,
1,13.25,4.18,9.07,,
2,12.88,3.95,8.93,,
3,11.22,2.45,8.77,,
4,9.37,0.76,8.6,,
5,26.69,18.08,8.61,,
6,367,355.02,11.98,,
7,61.26,49.03,12.23,,
8,36.13,23.91,12.22,,
9,52.21,39.84,12.37,,
10,74.82,62.08,12.74,,
11,396,379.73,16.27,,
12,96.69,79.95,16.74,,
13,875,850.12,24.88,,
14,154.7,129.04,25.66,,
15,72,46.39,25.61,,
16,50.71,25.36,25.35,,
17,181,154.61,26.39,,
18,52.76,26.64,26.12,,
19,50.25,24.4,25.85,,
20,160,133.34,26.66,,
21,33.66,7.46,26.2,,
22,135,108.25,26.75,,
23,127.3,100.09,27.21,,
24,158.83,130.86,27.97,,
25,310.2,280,30.2,,
26,127,96.44,30.56,,
27,56.16,25.95,30.21,,
28,53.68,23.84,29.84,,
29,39.26,9.92,29.34,,
30,41.56,12.68,28.88,,
31,200.2,170.2,30,,
1,46.49,16.92,29.57,,
2,155.8,125.57,30.23,,
3,85.7,55.52,30.18,,
4,42.32,12.62,29.7,,
5,35.41,6.24,29.17,,
6,29.21,0.62,28.59,,
7,25.33,0,25.33,,
8,23.49,0,23.49,,
9,22.63,0,22.63,,
10,19.43,0,19.43,,
11,15.91,0,15.91,,
12,58.2,42.19,16.01,,
13,60.11,43.98,16.13,,
14,90.73,74.18,16.55,,
15,133.1,115.73,17.37,,
16,45.89,28.58,17.31,,
17,32.48,15.37,17.11,,
18,70.23,52.93,17.3,,
19,207.59,188.76,18.83,,
20,51.79,33.01,18.78,,
21,36.44,17.85,18.59,,
22,51.49,32.95,18.54,,
23,200.53,180.56,19.97,,
24,37.02,17.28,19.74,,
25,25.94,6.53,19.41,,
26,35.25,16.06,19.19,,
27,79.47,60.07,19.4,,
28,27.56,8.46,19.1,,
29,14.85,0,14.85,,
30,17.99,3.4,14.59,,
1,54,39.31,14.69,,
2,25,10.5,14.5,,
3,17.62,3.38,14.24,,
4,14.48,0.52,13.96,,
5,13.33,0,13.33,,
6,12.5,0,12.5,,
7,12.02,0,12.02,,
8,11.7,0,11.7,,
9,11.49,0.02,11.47,,
10,10.7,0,10.7,,
11,10.36,0,10.36,,
12,9.67,0,9.67,,
13,8.95,0,8.95,,
14,8.92,0.15,8.78,,
15,8.7,0.1,8.6,,
16,8.5,0.07,8.43,,
17,8.29,0.03,8.26,,
18,8.04,0,8.04,,
19,7.75,0,7.75,,
20,7.6,0.01,7.59,,
21,7.37,0,7.37,,
22,7.2,0,7.2,,
23,6.83,0,6.83,,
24,6.74,0.04,6.69,,
25,6.51,0,6.51,,
26,6.09,0,6.09,,
27,6.17,0.2,5.97,,
28,6.1,0.24,5.86,,
29,6,0.26,5.74,,
30,5.9,0.27,5.63,,
31,5.5,0,5.5,,
1,5.76,0.37,5.39,,
2,5.62,0.33,5.29,,
3,5.3,0.11,5.18,,
4,4.58,0,4.58,,
5,4.49,0.01,4.49,,
6,4.49,0.1,4.4,,
7,4.39,0.08,4.31,,
8,4.34,0.12,4.23,,
9,4.29,0.15,4.14,,
10,4.29,0.22,4.06,,
11,4.17,0.18,3.98,,
12,4.17,0.26,3.91,,
13,4.17,0.34,3.83,,
14,4.14,0.38,3.76,,
15,4.11,0.43,3.69,,
16,4.16,0.54,3.62,,
17,4.11,0.56,3.55,,
18,4.18,0.69,3.49,,
19,4.18,0.76,3.43,,
20,4,0.64,3.36,,
21,3.98,0.68,3.3,,
22,3.94,0.7,3.24,,
23,3.93,0.74,3.19,,
24,3.92,0.79,3.13,,
25,3.92,0.85,3.08,,
26,4.36,1.33,3.03,,
27,4.19,1.21,2.98,,
28,4.16,1.22,2.93,,
29,5.95,3.05,2.9,,
30,6.88,4,2.89,,
1,6.03,3.17,2.86,,
2,5.29,2.46,2.83,,
3,5.29,2.49,2.8,,
4,4.8,2.04,2.76,,
5,4.42,1.7,2.72,,
6,4.09,1.41,2.68,,
7,4.09,1.45,2.64,,
8,4.17,1.56,2.6,,
9,4.14,1.57,2.57,,
10,4.07,1.53,2.53,,
11,4.01,1.52,2.5,,
12,4.04,1.58,2.46,,
13,4.04,1.61,2.43,,
14,4.04,1.64,2.4,,
15,4.01,1.65,2.37,,
16,4.01,1.68,2.33,,
17,4.02,1.71,2.31,,
18,4.03,1.75,2.28,,
19,4.03,1.78,2.25,,
20,4.02,1.79,2.22,,
21,4.03,1.84,2.2,,
22,4.02,1.85,2.17,,
23,4.01,1.86,2.15,,
24,5.05,2.92,2.13,,
25,6.5,4.37,2.13,,
26,9.15,6.99,2.16,,
27,8.62,6.44,2.18,,
28,7.07,4.88,2.19,,
29,6.05,3.87,2.18,,
30,5.8,3.63,2.17,,
31,5.8,3.63,2.17,,
1,5.28,3.13,2.15,,
2,4.98,2.84,2.14,,
3,5.08,2.96,2.13,,
4,5.07,2.96,2.11,,
5,5.04,2.94,2.1,,
6,5.04,2.95,2.09,,
7,4.9,2.82,2.07,,
8,4.75,2.69,2.06,,
9,4.75,2.71,2.04,,
10,4.75,2.71,2.03,,
11,3.96,1.95,2.01,,
12,3.96,1.97,1.99,,
13,3.96,1.99,1.97,,
14,3.96,2.01,1.95,,
15,3.49,1.57,1.93,,
16,3.55,1.65,1.9,,
17,3.56,1.68,1.88,,
18,3.34,1.48,1.86,,
19,3.34,1.51,1.84,,
20,3.23,1.42,1.81,,
21,3.26,1.47,1.79,,
22,3.29,1.52,1.77,,
23,3.47,1.71,1.75,,
24,3.15,1.42,1.73,,
25,3.81,2.09,1.72,,
26,3.22,1.52,1.7,,
27,3.17,1.49,1.68,,
28,3.1,1.44,1.66,,
29,3.48,1.83,1.65,,
30,3.39,1.76,1.63,,
31,3.26,1.65,1.61,,
1,3.2,1.6,1.6,,
2,2.98,1.4,1.58,,
3,2.97,1.4,1.56,,
4,2.82,1.28,1.54,,
5,2.68,1.16,1.52,,
6,2.96,1.45,1.51,,
7,2.85,1.35,1.49,,
8,2.79,1.32,1.48,,
9,2.61,1.15,1.46,,
10,2.68,1.24,1.44,,
11,3.4,1.97,1.43,,
12,5.27,3.83,1.44,,
13,3.9,2.46,1.44,,
14,5.08,3.63,1.44,,
15,9.39,7.9,1.49,,
16,6.95,5.43,1.52,,
17,5.91,4.38,1.53,,
18,5,3.46,1.54,,
19,3.92,2.39,1.53,,
20,3.54,2.02,1.52,,
21,3.23,1.73,1.5,,
22,3.19,1.7,1.49,,
23,3.19,1.72,1.48,,
24,2.96,1.5,1.46,,
25,3.18,1.73,1.45,,
26,2.86,1.42,1.44,,
27,2.86,1.44,1.42,,
28,2.72,1.32,1.41,,
1,2.68,1.29,1.39,,
2,2.87,1.49,1.38,,
3,2.66,1.3,1.36,,
4,2.63,1.28,1.35,,
5,2.63,1.3,1.34,,
6,3.31,1.98,1.33,,
7,2.8,1.48,1.32,,
8,2.61,1.3,1.3,,
9,2.63,1.34,1.29,,
10,2.63,1.35,1.28,,
11,2.36,1.1,1.26,,
12,2.36,1.11,1.25,,
13,2.6,1.36,1.24,,
14,2.4,1.17,1.23,,
15,2.46,1.25,1.21,,
16,2.14,0.94,1.2,,
17,1.71,0.54,1.18,,
18,1.75,0.59,1.16,,
19,1.82,0.67,1.15,,
20,1.73,0.6,1.13,,
21,1.68,0.57,1.11,,
22,1.7,0.6,1.1,,
23,1.67,0.59,1.08,,
24,1.63,0.57,1.06,,
25,1.61,0.56,1.05,,
26,1.6,0.57,1.03,,
27,1.6,0.58,1.02,,
28,1.6,0.59,1,,
29,1.56,0.57,0.99,,
30,1.67,0.7,0.98,,
31,1.57,0.61,0.96,,
1,1.45,0.5,0.95,,
2,1.49,0.56,0.93,,
3,1.69,0.76,0.92,,
4,1.53,0.62,0.91,,
5,1.61,0.71,0.9,,
6,1.54,0.65,0.89,,
7,1.4,0.52,0.88,,
8,2.6,1.72,0.88,,
9,1.7,0.84,0.87,,
10,1.5,0.65,0.86,,
11,1.36,0.52,0.84,,
12,1.39,0.56,0.83,,
13,1.35,0.53,0.82,,
14,1.35,0.54,0.81,,
15,1.35,0.55,0.8,,
16,2.28,1.48,0.8,,
17,1.35,0.56,0.79,,
18,1.03,0.25,0.77,,
19,0.95,0.19,0.76,,
20,1,0.25,0.75,,
21,1.02,0.28,0.74,,
22,0.92,0.2,0.72,,
23,0.97,0.26,0.71,,
24,0.96,0.27,0.7,,
25,0.96,0.27,0.69,,
26,0.87,0.19,0.68,,
27,0.92,0.25,0.67,,
28,0.99,0.34,0.66,,
29,0.92,0.27,0.65,,
30,0.97,0.34,0.64,,
1,1,0.38,0.63,,
2,2.33,1.7,0.63,,
3,2.49,1.85,0.64,,
4,2.88,2.23,0.65,,
5,2.52,1.87,0.65,,
6,2.35,1.69,0.66,,
7,8.24,7.52,0.72,,
8,19.78,18.89,0.89,,
9,8.5,7.55,0.95,,
10,4.83,3.86,0.97,,
11,4.14,3.16,0.98,,
12,2.3,1.33,0.97,,
13,2.6,1.63,0.97,,
14,3.78,2.8,0.98,,
15,6.12,5.11,1.01,,
16,5.62,4.59,1.04,,
17,7,5.92,1.07,,
18,4.02,2.94,1.08,,
19,2.56,1.48,1.08,,
20,2.29,1.22,1.07,,
21,2.29,1.23,1.06,,
22,2.87,1.82,1.05,,
23,2.68,1.63,1.05,,
24,2.57,1.53,1.04,,
25,2.23,1.2,1.03,,
26,2.18,1.15,1.03,,
27,2.2,1.18,1.02,,
28,2.16,1.16,1.01,,
29,2.81,1.8,1.01,,
30,2.11,1.12,1,,
31,1.88,0.89,0.99,,
1,7.25,6.22,1.03,,
2,10.88,9.78,1.1,,
3,7.33,6.19,1.14,,
4,7.75,6.56,1.19,,
5,12.67,11.39,1.28,,
6,6.46,5.16,1.3,,
7,6.08,4.76,1.32,,
8,5.33,4,1.34,,
9,5,3.65,1.35,,
10,4.67,3.31,1.35,,
11,4.42,3.06,1.36,,
12,4.29,2.93,1.36,,
13,4.33,2.97,1.36,,
14,5.12,3.75,1.37,,
15,5.55,4.16,1.38,,
16,9.82,8.38,1.44,,
17,7.91,6.43,1.48,,
18,48.08,46.17,1.91,,
19,46.63,44.32,2.31,,
20,77.55,74.54,3.01,,
21,133.4,129.17,4.23,,
22,141.9,136.39,5.51,,
23,31.98,26.32,5.66,,
24,120.8,114.12,6.68,,
25,590.9,578.59,12.31,,
26,72.86,60.19,12.67,,
27,215.8,201.38,14.42,,
28,272.6,255.92,16.68,,
29,97.15,80.01,17.14,,
30,48.74,31.62,17.12,,
1,33.4,16.46,16.94,,
2,70.7,53.57,17.13,,
3,104.1,86.45,17.65,,
4,71,53.17,17.83,,
5,40.7,23,17.7,,
6,30.68,13.2,17.48,,
7,33.89,16.6,17.29,,
8,46.86,29.62,17.24,,
9,22.89,5.93,16.96,,
10,18.1,1.47,16.63,,
11,15.99,0,15.99,,
12,16.94,1.26,15.68,,
13,26.23,10.75,15.48,,
14,88.15,72.26,15.89,,
15,104.3,87.86,16.44,,
16,63.26,46.68,16.58,,
17,39.47,22.99,16.48,,
18,28.35,12.08,16.27,,
19,67.67,51.22,16.45,,
20,94.67,77.77,16.9,,
21,114,96.48,17.52,,
22,120.5,102.31,18.19,,
23,54.94,36.75,18.19,,
24,43.05,24.97,18.08,,
25,30.05,12.21,17.84,,
26,28.6,11.01,17.59,,
27,30,12.63,17.37,,
28,37.24,20.02,17.22,,
29,27.74,10.76,16.98,,
30,21.27,4.58,16.69,,
31,37.3,20.74,16.56,,
1,39.77,23.31,16.46,,
2,61.16,44.58,16.58,,
3,72.78,55.98,16.8,,
4,49.85,33.06,16.79,,
5,43.03,26.31,16.72,,
6,254.6,235.86,18.74,,
7,153.1,133.41,19.69,,
8,108,87.83,20.17,,
9,100.4,79.84,20.56,,
10,51.75,31.29,20.46,,
11,115.3,94.31,20.99,,
12,143.6,121.81,21.79,,
13,110.2,87.97,22.23,,
14,77.7,55.36,22.34,,
15,41.02,18.94,22.08,,
16,36.54,14.76,21.78,,
17,34.35,12.87,21.48,,
18,78.81,57.19,21.62,,
19,60.07,38.5,21.57,,
20,41.31,19.97,21.34,,
21,25.67,4.71,20.96,,
22,88.06,66.86,21.2,,
23,45.55,24.53,21.02,,
24,47.48,26.61,20.87,,
25,30.73,10.18,20.55,,
26,23.92,3.74,20.18,,
27,21.59,1.8,19.79,,
28,20.24,0.84,19.4,,
29,19.72,0.7,19.02,,
30,48.9,29.96,18.94,,
31,42.72,23.92,18.8,,
1,45.69,27,18.69,,
2,111.4,92.16,19.24,,
3,627.7,602.84,24.86,,
4,523.2,493.92,29.28,,
5,2250,2199.39,50.61,,
6,281.9,230.01,51.89,,
7,255.7,202.83,52.87,,
8,264.4,210.49,53.91,,
9,469.4,412.46,56.94,,
10,128.5,71.98,56.52,,
11,276.6,219.03,57.57,,
12,243.8,185.53,58.27,,
13,140.4,82.48,57.92,,
14,1046,979.48,66.52,,
15,407.9,339.33,68.57,,
16,199.1,130.6,68.5,,
17,133.6,65.81,67.79,,
18,106,39.18,66.82,,
19,137.6,71.4,66.2,,
20,297.5,230.33,67.17,,
21,201,133.84,67.16,,
22,420.3,350.99,69.31,,
23,279.7,209.68,70.02,,
24,201.7,131.77,69.93,,
25,178.6,108.98,69.62,,
26,106.9,38.3,68.6,,
27,152.3,84.23,68.07,,
28,293.1,224.16,68.94,,
29,167.5,98.95,68.55,,
30,81.56,14.24,67.32,,
1,73.79,7.74,66.05,,
2,82,17.1,64.9,,
3,65.78,2.16,63.62,,
4,54.82,0,54.82,,
5,60.17,6.38,53.79,,
6,318,262.67,55.33,,
7,137.2,82.16,55.04,,
8,71.01,16.9,54.11,,
9,60.23,7.13,53.1,,
10,118.6,65.91,52.69,,
11,71.85,20.01,51.84,,
12,48.66,0,48.66,,
13,43.1,0,43.1,,
14,39.4,0,39.4,,
15,36.7,0,36.7,,
16,33.67,0,33.67,,
17,31.15,0,31.15,,
18,29.51,0,29.51,,
19,26.96,0,26.96,,
20,25.63,0,25.63,,
21,24.18,0,24.18,,
22,23.25,0,23.25,,
23,22.52,0,22.52,,
24,21.35,0,21.35,,
25,21,0.08,20.92,,
26,20.88,0.37,20.51,,
27,20.66,0.56,20.1,,
28,20.13,0.42,19.71,,
29,19.35,0.04,19.31,,
30,18.78,0,18.78,,
31,17.77,0,17.77,,
1,19.85,2.41,17.44,,
2,19.1,1.99,17.11,,
3,18.5,1.72,16.78,,
4,18.35,1.88,16.47,,
5,18.95,2.78,16.17,,
6,18.2,2.33,15.87,,
7,17.75,2.18,15.57,,
8,16.85,1.58,15.27,,
9,15.8,0.82,14.98,,
10,15.07,0.39,14.68,,
11,14.64,0.25,14.39,,
12,14.21,0.11,14.1,,
13,13.78,0,13.78,,
14,13.78,0.27,13.51,,
15,13.78,0.54,13.24,,
16,13.35,0.37,12.98,,
17,13.06,0.34,12.72,,
18,12.78,0.31,12.47,,
19,12.06,0,12.06,,
20,12.06,0.24,11.82,,
21,11.92,0.33,11.59,,
22,11.63,0.27,11.36,,
23,11.49,0.35,11.14,,
24,11.2,0.28,10.92,,
25,11.2,0.5,10.7,,
26,10.88,0.39,10.49,,
27,10.88,0.59,10.29,,
28,10.88,0.79,10.09,,
29,10.88,0.98,9.9,,
30,10.88,1.17,9.71,,
1,10.56,1.03,9.53,,
2,10.24,0.89,9.35,,
3,10.24,1.07,9.17,,
4,9.81,0.82,8.99,,
5,9.6,0.78,8.82,,
6,9.6,0.94,8.66,,
7,9.39,0.9,8.49,,
8,9.28,0.95,8.33,,
9,9.39,1.21,8.18,,
10,10.67,2.63,8.04,,
11,11.2,3.29,7.91,,
12,10.88,3.1,7.78,,
13,9.28,1.64,7.64,,
14,8.96,1.45,7.51,,
15,8.96,1.59,7.37,,
16,8.64,1.4,7.24,,
17,8.64,1.53,7.11,,
18,8.32,1.34,6.98,,
19,8.32,1.47,6.85,,
20,8.32,1.59,6.73,,
21,8,1.39,6.61,,
22,8,1.5,6.5,,
23,8,1.62,6.38,,
24,7.74,1.47,6.27,,
25,7.74,1.58,6.16,,
26,7.57,1.52,6.05,,
27,7.48,1.53,5.95,,
28,7.31,1.47,5.84,,
29,7.22,1.48,5.74,,
30,7.13,1.49,5.64,,
31,6.87,1.33,5.54,,
1,7.13,1.69,5.45,,
2,6.96,1.61,5.35,,
3,6.87,1.61,5.26,,
4,6.7,1.53,5.17,,
