           Day,    Flow (cfs),Direct Runoff (cfs),Base Flow (cfs),,,Base Flow Index (BFI): 0.304
20,2.7,1.08,1.62,,,
21,2.7,1.09,1.61,,,
22,2.9,1.3,1.6,,,
23,2.9,1.31,1.59,,,
24,2.9,1.32,1.58,,,
25,2.7,1.14,1.56,,,
26,2.5,0.95,1.55,,,
27,2.6,1.07,1.53,,,
28,2.4,0.88,1.52,,,
1,2.6,1.1,1.5,,,
2,2.4,0.91,1.49,,,
3,2.6,1.12,1.48,,,
4,2.8,1.33,1.47,,,
5,2.7,1.24,1.46,,,
6,2.6,1.15,1.45,,,
7,2.6,1.16,1.44,,,
8,2.8,1.37,1.43,,,
9,2.9,1.48,1.42,,,
10,2.6,1.19,1.41,,,
11,2.7,1.29,1.41,,,
12,2.6,1.2,1.4,,,
13,2.8,1.41,1.39,,,
14,2.6,1.22,1.38,,,
15,2.5,1.13,1.37,,,
16,2.6,1.23,1.37,,,
17,2.6,1.24,1.36,,,
18,2.5,1.15,1.35,,,
19,2.6,1.26,1.34,,,
20,2.6,1.26,1.34,,,
21,2.4,1.07,1.33,,,
22,2.1,0.79,1.31,,,
23,2.4,1.1,1.3,,,
24,2.1,0.81,1.29,,,
25,2,0.72,1.28,,,
26,2.2,0.94,1.26,,,
27,2.4,1.14,1.26,,,
28,2.1,0.85,1.25,,,
29,2.6,1.36,1.24,,,
30,1.9,0.67,1.23,,,
31,1.8,0.59,1.21,,,
1,2.6,1.39,1.21,,,
2,2.2,1,1.2,,,
3,2.6,1.4,1.2,,,
4,2.1,0.91,1.19,,,
5,2,0.82,1.18,,,
6,1.8,0.63,1.17,,,
7,1.8,0.65,1.15,,,
8,2.2,1.05,1.15,,,
9,1.9,0.76,1.14,,,
10,2.4,1.27,1.13,,,
11,1.8,0.68,1.12,,,
12,1.7,0.59,1.11,,,
13,1.7,0.6,1.1,,,
14,1.7,0.62,1.08,,,
15,1.8,0.73,1.07,,,
16,1.8,0.74,1.06,,,
17,2.3,1.24,1.06,,,
18,1.7,0.65,1.05,,,
19,1.7,0.66,1.04,,,
20,1.7,0.67,1.03,,,
21,1.7,0.68,1.02,,,
22,1.9,0.89,1.01,,,
23,1.6,0.6,1,,,
24,2.2,1.2,1,,,
25,2.2,1.2,1,,,
26,1.8,0.81,0.99,,,
27,1.7,0.71,0.99,,,
28,1.7,0.72,0.98,,,
29,1.5,0.53,0.97,,,
30,1.7,0.74,0.96,,,
1,2,1.04,0.96,,,
2,1.6,0.65,0.95,,,
3,1.6,0.66,0.94,,,
4,1.6,0.67,0.93,,,
5,1.6,0.68,0.92,,,
6,1.6,0.68,0.92,,,
7,1.6,0.69,0.91,,,
8,1.5,0.6,0.9,,,
