           Day,    Flow (cfs),Direct Runoff (cfs),Base Flow (cfs),,,Base Flow Index (BFI): 0.304
6,25,4.21,20.79,,,
7,94.06,72.54,21.52,,,
8,1450,1406.58,43.42,,,
9,183.4,138.65,44.75,,,
10,94.06,49.42,44.64,,,
11,58.63,14.65,43.98,,,
12,61.99,18.59,43.4,,,
13,30.61,0,30.61,,,
14,35.7,5.61,30.09,,,
15,45.23,15.5,29.73,,,
16,101.5,71.23,30.27,,,
17,60.19,30.05,30.14,,,
18,38.49,8.81,29.68,,,
19,35.93,6.74,29.19,,,
20,30,1.37,28.63,,,
21,51.45,23.03,28.42,,,
22,24.4,0,24.4,,,
23,23.24,0,23.24,,,
24,22.64,0,22.64,,,
25,19.92,0,19.92,,,
26,18,0,18,,,
27,18,0.35,17.65,,,
28,17.88,0.58,17.3,,,
29,13.75,0,13.75,,,
30,21.49,7.89,13.6,,,
1,17,3.61,13.39,,,
2,12.1,0,12.1,,,
3,11.79,0,11.79,,,
4,11,0,11,,,
5,12.68,1.87,10.81,,,
6,37.07,26.06,11.01,,,
7,84.36,72.42,11.94,,,
8,37.06,24.97,12.09,,,
9,27.17,15.08,12.09,,,
10,16.02,4.1,11.92,,,
11,14.37,2.65,11.72,,,
12,14.37,2.84,11.53,,,
13,13.69,2.35,11.34,,,
14,10.55,0,10.55,,,
15,10.12,0,10.12,,,
16,9.14,0,9.14,,,
17,8.74,0,8.74,,,
18,8,0,8,,,
19,10.11,2.23,7.88,,,
20,11.97,4.19,7.78,,,
21,9.27,1.62,7.65,,,
22,8.8,1.28,7.52,,,
23,8.8,1.4,7.39,,,
24,8.44,1.18,7.26,,,
25,8,0.87,7.13,,,
26,7.91,0.91,7,,,
27,7.21,0.34,6.87,,,
28,7.37,0.63,6.74,,,
29,7.02,0.41,6.61,,,
30,5.63,0,5.63,,,
31,5.62,0.1,5.52,,,
1,5.49,0.08,5.41,,,
2,4.95,0,4.95,,,
3,4.89,0.04,4.85,,,
4,4.32,0,4.32,,,
5,4.32,0.09,4.23,,,
6,4.33,0.17,4.15,,,
7,4,0,4,,,
8,4.85,0.92,3.93,,,
9,4.67,0.8,3.87,,,
10,4.44,0.64,3.8,,,
11,3.92,0.19,3.73,,,
12,3.68,0.03,3.65,,,
13,4.61,1.01,3.6,,,
14,3,0,3,,,
15,3.93,0.97,2.96,,,
16,4.21,1.3,2.92,,,
17,4.16,1.28,2.88,,,
18,4.46,1.61,2.85,,,
19,4.41,1.6,2.82,,,
20,4.88,2.09,2.79,,,
21,4,1.24,2.76,,,
22,4,1.28,2.72,,,
23,4,1.31,2.69,,,
24,4,1.34,2.66,,,
25,4,1.38,2.62,,,
26,4,1.41,2.59,,,
27,4,1.44,2.56,,,
28,4,1.46,2.54,,,
29,4,1.49,2.51,,,
30,3.61,1.14,2.48,,,
1,3.42,0.97,2.44,,,
2,3.51,1.1,2.41,,,
3,3.54,1.16,2.38,,,
4,3.36,1.01,2.35,,,
5,3.37,1.04,2.32,,,
6,3.3,1.01,2.29,,,
7,3.48,1.21,2.26,,,
8,3.71,1.47,2.24,,,
9,3.71,1.49,2.22,,,
10,3.73,1.53,2.2,,,
11,3.67,1.49,2.18,,,
12,3.69,1.53,2.16,,,
13,3.2,1.07,2.13,,,
14,3.32,1.21,2.11,,,
15,2.9,0.82,2.08,,,
16,3,0.94,2.05,,,
17,2.96,0.94,2.03,,,
18,3.17,1.16,2.01,,,
19,2.91,0.92,1.98,,,
20,3.2,1.24,1.96,,,
21,3.19,1.25,1.94,,,
22,2.85,0.93,1.92,,,
23,3.39,1.48,1.9,,,
24,2.9,1.02,1.88,,,
25,2.3,0.45,1.85,,,
26,2.3,0.48,1.82,,,
27,2.3,0.51,1.79,,,
28,2.3,0.53,1.77,,,
29,2.3,0.56,1.74,,,
30,2.3,0.59,1.71,,,
31,2.3,0.61,1.69,,,
1,2.73,1.06,1.67,,,
2,2.75,1.09,1.66,,,
3,2.3,0.67,1.63,,,
4,2.74,1.12,1.62,,,
5,2.68,1.08,1.6,,,
6,2.53,0.95,1.59,,,
7,2.46,0.89,1.57,,,
8,2.54,0.99,1.55,,,
9,2.49,0.95,1.54,,,
10,2.3,0.78,1.52,,,
11,2.75,1.24,1.51,,,
12,2.72,1.22,1.5,,,
13,2.91,1.42,1.49,,,
14,8.92,7.34,1.58,,,
15,6.49,4.87,1.62,,,
16,4.04,2.41,1.63,,,
17,4,2.37,1.63,,,
18,4,2.36,1.64,,,
19,3.27,1.63,1.63,,,
20,3.24,1.61,1.62,,,
21,2.96,1.35,1.61,,,
22,2.93,1.33,1.6,,,
23,2.96,1.37,1.59,,,
24,2.3,0.73,1.57,,,
25,2.9,1.33,1.56,,,
26,2.3,0.76,1.54,,,
27,2.96,1.42,1.53,,,
28,2.87,1.35,1.52,,,
29,2.89,1.38,1.52,,,
30,2.43,0.93,1.5,,,
31,2.47,0.98,1.49,,,
1,2.35,0.88,1.47,,,
2,2.3,0.85,1.45,,,
3,2.3,0.86,1.44,,,
4,2.3,0.88,1.42,,,
5,2.3,0.89,1.41,,,
6,2.3,0.9,1.4,,,
7,2.3,0.92,1.38,,,
8,2.3,0.93,1.37,,,
9,2.2,0.84,1.36,,,
10,2.2,0.86,1.34,,,
11,2.2,0.87,1.33,,,
12,2.2,0.88,1.32,,,
13,2.2,0.9,1.3,,,
14,2.2,0.91,1.29,,,
15,2.15,0.87,1.28,,,
16,2.1,0.83,1.27,,,
17,2.1,0.84,1.26,,,
18,2.1,0.86,1.24,,,
19,2.1,0.87,1.23,,,
20,2.1,0.88,1.22,,,
21,2.1,0.89,1.21,,,
22,2.1,0.9,1.2,,,
23,2.1,0.91,1.19,,,
24,2.1,0.92,1.18,,,
25,2.1,0.93,1.17,,,
26,2.1,0.93,1.17,,,
27,2.1,0.94,1.16,,,
28,2.1,0.95,1.15,,,
29,2.1,0.96,1.14,,,
1,1.9,0.76,1.13,,,
2,2,0.88,1.12,,,
3,2,0.89,1.11,,,
4,2,0.89,1.11,,,
5,1.94,0.84,1.1,,,
6,2,0.91,1.09,,,
7,1.93,0.85,1.08,,,
8,1.97,0.9,1.07,,,
9,1.96,0.89,1.07,,,
10,1.86,0.8,1.06,,,
11,1.77,0.72,1.05,,,
12,1.75,0.71,1.04,,,
13,1.64,0.62,1.03,,,
14,1.64,0.63,1.02,,,
15,1.53,0.52,1,,,
16,1.52,0.52,0.99,,,
17,1.45,0.47,0.98,,,
18,1.48,0.51,0.97,,,
19,1.38,0.42,0.96,,,
20,1.4,0.46,0.94,,,
21,1.45,0.51,0.93,,,
22,1.42,0.49,0.92,,,
23,1.45,0.54,0.91,,,
24,1.47,0.57,0.9,,,
25,1.47,0.57,0.89,,,
26,1.33,0.45,0.88,,,
27,1.3,0.43,0.87,,,
28,1.28,0.42,0.86,,,
29,1.31,0.46,0.85,,,
30,1.27,0.43,0.84,,,
31,1.3,0.47,0.83,,,
1,1.3,0.48,0.82,,,
2,1.37,0.56,0.82,,,
3,1.3,0.49,0.81,,,
4,1.34,0.54,0.8,,,
5,1.35,0.56,0.79,,,
6,1.35,0.56,0.79,,,
7,1.33,0.55,0.78,,,
8,1.31,0.54,0.77,,,
9,1.38,0.62,0.77,,,
10,1.3,0.54,0.76,,,
11,1.37,0.61,0.75,,,
12,1.28,0.53,0.75,,,
13,1.3,0.56,0.74,,,
14,1.27,0.53,0.74,,,
15,1.37,0.64,0.73,,,
16,1.31,0.58,0.73,,,
17,1.3,0.58,0.72,,,
18,1.27,0.56,0.71,,,
19,1.24,0.54,0.71,,,
20,1.22,0.52,0.7,,,
21,1.26,0.56,0.7,,,
22,1.22,0.53,0.69,,,
23,1.29,0.61,0.69,,,
24,1.2,0.52,0.68,,,
25,1.37,0.69,0.68,,,
26,1.23,0.55,0.67,,,
27,1.24,0.57,0.67,,,
28,1.25,0.59,0.67,,,
29,1.18,0.52,0.66,,,
30,1.19,0.53,0.66,,,
1,1.2,0.55,0.65,,,
2,1.28,0.64,0.65,,,
3,1.34,0.7,0.65,,,
4,1.51,0.86,0.65,,,
5,1.3,0.66,0.65,,,
6,1.21,0.57,0.64,,,
7,1.25,0.61,0.64,,,
8,1.2,0.57,0.63,,,
9,1.29,0.66,0.63,,,
10,1.24,0.61,0.63,,,
11,1.26,0.64,0.63,,,
12,1.27,0.64,0.62,,,
13,1.93,1.29,0.63,,,
14,1.28,0.65,0.63,,,
15,1.2,0.57,0.63,,,
16,1.15,0.52,0.62,,,
17,1.1,0.48,0.62,,,
18,1.1,0.49,0.61,,,
19,1.1,0.49,0.61,,,
20,1.1,0.5,0.6,,,
21,1.1,0.5,0.6,,,
22,1.1,0.5,0.6,,,
23,1.08,0.49,0.59,,,
24,1.1,0.51,0.59,,,
25,1.1,0.52,0.58,,,
26,1.1,0.52,0.58,,,
27,1.1,0.52,0.58,,,
28,1.1,0.53,0.57,,,
29,1.1,0.53,0.57,,,
30,1,0.44,0.57,,,
31,1.1,0.54,0.56,,,
1,1.01,0.45,0.56,,,
2,1,0.44,0.56,,,
3,1,0.45,0.55,,,
4,1,0.45,0.55,,,
5,1,0.46,0.54,,,
6,1.02,0.48,0.54,,,
7,1.05,0.52,0.54,,,
8,1.04,0.5,0.54,,,
9,0.99,0.46,0.53,,,
10,1,0.47,0.53,,,
11,1,0.47,0.53,,,
12,1,0.48,0.52,,,
13,1.03,0.51,0.52,,,
14,1.03,0.51,0.52,,,
15,1.03,0.51,0.52,,,
16,1.06,0.54,0.51,,,
17,1.02,0.51,0.51,,,
18,1.02,0.51,0.51,,,
19,0.95,0.44,0.51,,,
20,18.78,18,0.78,,,
21,8.67,7.78,0.89,,,
22,7.22,6.25,0.97,,,
23,189,185.11,3.89,,,
24,127,121.26,5.74,,,
25,34.68,28.6,6.08,,,
26,18,11.86,6.14,,,
27,50.02,43.31,6.71,,,
28,120.2,111.85,8.35,,,
29,54.56,45.65,8.91,,,
30,32.43,23.33,9.1,,,
1,13.51,4.52,8.99,,,
2,12.9,4.03,8.87,,,
3,330,316.28,13.72,,,
4,121.3,106.17,15.13,,,
5,141.7,124.89,16.81,,,
6,54.29,37.23,17.06,,,
7,25.89,9.02,16.87,,,
8,18.02,1.47,16.55,,,
9,145.4,127.16,18.24,,,
10,372,348.59,23.41,,,
11,167.6,142.4,25.2,,,
12,68.31,42.93,25.38,,,
13,128.3,101.81,26.49,,,
14,112.6,85.29,27.31,,,
15,60,32.72,27.28,,,
16,27,0.26,26.74,,,
17,24,0,24,,,
18,71.24,46.97,24.27,,,
19,102.4,77.39,25.01,,,
20,58.18,33.15,25.03,,,
21,29.94,5.32,24.62,,,
22,19.27,0,19.27,,,
23,21.86,2.93,18.93,,,
24,33,14.22,18.78,,,
25,21,2.56,18.44,,,
26,25.74,7.55,18.19,,,
27,293.4,271.26,22.14,,,
28,99.62,76.71,22.91,,,
29,62.4,39.32,23.08,,,
30,34.75,11.94,22.81,,,
31,34.5,11.96,22.54,,,
1,46.88,24.4,22.48,,,
2,210.4,185.43,24.97,,,
3,2400,2338.41,61.59,,,
4,1200,1121.83,78.17,,,
5,445.5,363.13,82.37,,,
6,274.5,190.75,83.75,,,
7,201,117.07,83.93,,,
8,145.5,62.26,83.24,,,
9,123,40.77,82.23,,,
10,106,25.02,80.98,,,
11,106,26.23,79.77,,,
12,94.5,16.07,78.43,,,
13,72,0,72,,,
14,63,0,63,,,
15,57,0,57,,,
16,32.32,0,32.32,,,
17,32.81,1.12,31.69,,,
18,39.61,8.42,31.19,,,
19,323.2,288.06,35.14,,,
20,79.48,44.34,35.14,,,
21,192,155.1,36.9,,,
22,1222,1167.31,54.69,,,
23,1450,1374.58,75.42,,,
24,657,573.98,83.02,,,
25,390.3,304.11,86.19,,,
26,260,172.79,87.21,,,
27,195.9,108.71,87.19,,,
28,145.5,59.11,86.39,,,
29,142.5,56.94,85.56,,,
30,112.5,28.2,84.3,,,
31,169.5,85.53,83.97,,,
1,64.5,0,64.5,,,
2,81,17.51,63.49,,,
3,168.9,105.01,63.89,,,
4,90,26.96,63.04,,,
5,87.65,25.47,62.18,,,
6,80.67,19.43,61.24,,,
7,62.67,2.61,60.06,,,
8,45.42,0,45.42,,,
9,35.66,0,35.66,,,
10,53.91,18.67,35.24,,,
11,126,90.03,35.97,,,
12,166.4,129.1,37.3,,,
13,72.06,34.95,37.11,,,
14,63.28,26.5,36.78,,,
15,51.54,15.25,36.29,,,
16,51.23,15.42,35.81,,,
17,55.22,19.81,35.41,,,
18,40.5,5.71,34.79,,,
19,29.62,0,29.62,,,
20,50.64,21.27,29.37,,,
21,36.35,7.45,28.9,,,
22,35.01,6.59,28.42,,,
23,29.21,1.33,27.88,,,
24,45,17.41,27.59,,,
25,42,14.72,27.28,,,
26,29.69,2.91,26.78,,,
27,27.48,1.22,26.26,,,
28,22.8,0,22.8,,,
29,75.52,52.35,23.17,,,
30,46.77,23.68,23.09,,,
1,29.22,6.49,22.73,,,
2,28,5.64,22.36,,,
3,179,154.63,24.37,,,
4,93.73,68.75,24.98,,,
5,64.72,39.62,25.1,,,
6,37.25,12.45,24.8,,,
7,34.09,9.63,24.46,,,
8,22.12,0,22.12,,,
9,21,0,21,,,
10,20.76,0.18,20.58,,,
11,19.06,0,19.06,,,
12,18.04,0,18.04,,,
13,14.5,0,14.5,,,
14,15.37,1.14,14.23,,,
15,14.91,0.95,13.96,,,
16,14,0.32,13.68,,,
17,13.6,0.19,13.41,,,
18,13.5,0.35,13.15,,,
19,13.24,0.35,12.89,,,
20,12,0,12,,,
21,10.93,0,10.93,,,
22,10.89,0.18,10.71,,,
23,10.5,0,10.5,,,
24,9.96,0,9.96,,,
25,10.46,0.69,9.77,,,
26,9.73,0.15,9.58,,,
27,9.69,0.29,9.39,,,
28,9.63,0.42,9.21,,,
29,8.9,0,8.9,,,
30,9,0.27,8.73,,,
31,9.12,0.56,8.56,,,
1,8.82,0.42,8.4,,,
2,8.65,0.42,8.24,,,
3,8.76,0.68,8.08,,,
4,8.3,0.38,7.93,,,
5,10.68,2.87,7.81,,,
6,9,1.32,7.68,,,
7,7.62,0.1,7.53,,,
8,8.94,1.54,7.4,,,
9,8.6,1.33,7.27,,,
10,8.2,1.06,7.14,,,
11,8,0.98,7.02,,,
12,7.7,0.81,6.89,,,
13,7.5,0.74,6.76,,,
14,6.08,0,6.08,,,
15,5.85,0,5.85,,,
16,6.51,0.77,5.74,,,
17,6.22,0.59,5.64,,,
18,6.48,0.94,5.54,,,
19,6.53,1.08,5.45,,,
20,6.5,1.15,5.35,,,
21,5.88,0.62,5.26,,,
22,5.89,0.73,5.16,,,
23,5.89,0.82,5.07,,,
24,5.67,0.68,4.98,,,
25,5.71,0.82,4.9,,,
26,5.41,0.61,4.81,,,
27,5.35,0.63,4.72,,,
28,5.59,0.95,4.64,,,
29,5.44,0.87,4.56,,,
30,4.97,0.49,4.48,,,
1,5.28,0.88,4.4,,,
2,5.18,0.85,4.33,,,
3,5.56,1.3,4.26,,,
4,5.31,1.12,4.2,,,
5,5.31,1.18,4.13,,,
6,4.9,0.84,4.06,,,
7,5,1.01,4,,,
8,4.87,0.94,3.93,,,
9,5.08,1.21,3.87,,,
10,5.07,1.25,3.81,,,
11,6.48,2.7,3.78,,,
12,6.39,2.65,3.75,,,
13,6.06,2.35,3.71,,,
14,5.58,1.91,3.67,,,
15,5.57,1.95,3.62,,,
16,5.41,1.83,3.58,,,
17,5.54,2,3.54,,,
18,5.49,1.99,3.5,,,
19,5.49,2.03,3.46,,,
20,5.13,1.71,3.42,,,
21,5.04,1.66,3.38,,,
22,4.28,0.96,3.33,,,
23,4.36,1.08,3.28,,,
24,4.86,1.62,3.24,,,
25,4.86,1.66,3.2,,,
26,4.85,1.69,3.16,,,
27,4.88,1.76,3.13,,,
28,4.64,1.55,3.09,,,
29,4.64,1.58,3.05,,,
30,4.5,1.49,3.01,,,
31,4.5,1.52,2.98,,,
1,4.28,1.34,2.94,,,
2,4.28,1.38,2.9,,,
3,4.27,1.4,2.87,,,
4,4.12,1.29,2.83,,,
5,4.18,1.38,2.8,,,
6,4.42,1.66,2.77,,,
7,4.29,1.56,2.74,,,
8,4.2,1.5,2.7,,,
9,4.14,1.47,2.67,,,
10,4.23,1.59,2.65,,,
11,4.27,1.65,2.62,,,
12,4.47,1.88,2.6,,,
13,3.86,1.3,2.56,,,
14,3.67,1.14,2.53,,,
15,3.65,1.15,2.5,,,
16,3.74,1.27,2.47,,,
17,4.3,1.85,2.45,,,
18,3.68,1.26,2.42,,,
19,3.98,1.59,2.4,,,
20,3.76,1.38,2.37,,,
21,4.09,1.74,2.35,,,
22,4,1.67,2.33,,,
23,3.9,1.59,2.31,,,
24,2.67,0.4,2.27,,,
25,2.8,0.57,2.23,,,
26,2.81,0.61,2.2,,,
27,2.81,0.65,2.16,,,
28,2.89,0.76,2.13,,,
29,2.89,0.79,2.1,,,
30,2.93,0.86,2.07,,,
31,2.22,0.18,2.04,,,
1,2.73,0.73,2.01,,,
2,2.81,0.83,1.98,,,
3,2.79,0.84,1.95,,,
4,2.59,0.66,1.93,,,
5,2.6,0.7,1.9,,,
6,2.64,0.76,1.87,,,
7,2.62,0.77,1.85,,,
8,2.51,0.69,1.82,,,
9,2.59,0.8,1.8,,,
10,2.63,0.85,1.77,,,
11,2.44,0.69,1.75,,,
12,2.47,0.74,1.73,,,
13,2.51,0.81,1.71,,,
14,2.44,0.76,1.68,,,
15,2.28,0.62,1.66,,,
16,2.02,0.38,1.63,,,
17,2.46,0.85,1.61,,,
18,2.39,0.8,1.59,,,
19,2.44,0.86,1.58,,,
20,2.48,0.92,1.56,,,
21,2.22,0.68,1.54,,,
22,2.19,0.67,1.52,,,
23,2.03,0.54,1.5,,,
24,2.23,0.75,1.48,,,
25,1.95,0.49,1.46,,,
26,1.95,0.52,1.44,,,
27,1.96,0.54,1.42,,,
28,2.11,0.71,1.4,,,
1,1.96,0.58,1.38,,,
2,2.02,0.65,1.36,,,
3,1.89,0.55,1.34,,,
4,1.95,0.63,1.33,,,
5,1.95,0.64,1.31,,,
6,1.95,0.66,1.29,,,
7,1.86,0.58,1.28,,,
8,1.88,0.61,1.26,,,
9,2.15,0.89,1.25,,,
10,2.21,0.97,1.24,,,
11,2.21,0.98,1.23,,,
12,2.21,0.99,1.22,,,
13,1.99,0.77,1.21,,,
14,1.96,0.76,1.2,,,
15,1.86,0.67,1.19,,,
16,1.86,0.69,1.17,,,
17,1.85,0.69,1.16,,,
18,1.96,0.81,1.15,,,
19,1.9,0.76,1.14,,,
20,1.9,0.77,1.13,,,
21,1.86,0.75,1.12,,,
22,1.87,0.76,1.11,,,
23,1.87,0.77,1.1,,,
24,1.83,0.74,1.09,,,
25,1.8,0.73,1.08,,,
26,1.81,0.74,1.07,,,
27,1.82,0.76,1.06,,,
28,2.18,1.13,1.05,,,
29,1.94,0.9,1.05,,,
30,1.41,0.38,1.03,,,
31,1.77,0.75,1.02,,,
1,1.73,0.72,1.02,,,
2,1.8,0.79,1.01,,,
3,1.86,0.86,1,,,
4,1.82,0.83,0.99,,,
5,1.71,0.73,0.99,,,
6,1.61,0.63,0.98,,,
7,1.71,0.75,0.97,,,
8,1.68,0.72,0.96,,,
9,1.68,0.73,0.95,,,
10,1.58,0.64,0.94,,,
11,1.64,0.71,0.94,,,
12,1.79,0.86,0.93,,,
13,1.75,0.82,0.93,,,
14,1.75,0.83,0.92,,,
15,1.45,0.54,0.91,,,
16,1.5,0.6,0.9,,,
17,1.55,0.66,0.89,,,
18,1.46,0.57,0.89,,,
19,1.34,0.46,0.87,,,
20,1.48,0.61,0.87,,,
21,1.42,0.56,0.86,,,
22,1.45,0.6,0.85,,,
23,1.5,0.66,0.84,,,
24,1.56,0.73,0.84,,,
25,1.45,0.62,0.83,,,
26,1.45,0.63,0.83,,,
27,1.52,0.7,0.82,,,
28,1.52,0.71,0.81,,,
29,1.51,0.7,0.81,,,
30,1.5,0.7,0.8,,,
1,1.5,0.7,0.8,,,
2,1.36,0.56,0.79,,,
3,1.52,0.73,0.79,,,
4,1.43,0.64,0.78,,,
5,1.43,0.66,0.78,,,
6,1.37,0.6,0.77,,,
7,1.36,0.6,0.77,,,
8,1.36,0.61,0.76,,,
9,1.34,0.59,0.75,,,
10,1.31,0.57,0.75,,,
11,1.08,0.34,0.74,,,
12,1.08,0.35,0.73,,,
13,1.15,0.43,0.72,,,
14,1.17,0.45,0.71,,,
15,1.77,1.05,0.72,,,
16,1.74,1.02,0.72,,,
17,1.32,0.61,0.71,,,
18,1.66,0.95,0.71,,,
19,1.1,0.39,0.71,,,
20,1.1,0.4,0.7,,,
21,1.1,0.41,0.69,,,
22,0.95,0.27,0.68,,,
23,0.96,0.29,0.67,,,
24,0.96,0.29,0.66,,,
25,0.94,0.29,0.66,,,
26,0.99,0.34,0.65,,,
27,1.07,0.43,0.64,,,
28,1.01,0.38,0.63,,,
29,0.96,0.34,0.63,,,
30,0.94,0.32,0.62,,,
31,0.94,0.32,0.61,,,
1,0.99,0.38,0.61,,,
2,1.1,0.5,0.6,,,
3,0.96,0.36,0.6,,,
4,0.98,0.39,0.59,,,
5,1.7,1.1,0.6,,,
6,1.34,0.74,0.6,,,
7,1.03,0.44,0.59,,,
8,1.02,0.44,0.59,,,
9,0.85,0.27,0.58,,,
10,0.81,0.24,0.57,,,
11,0.8,0.24,0.56,,,
12,0.8,0.24,0.56,,,
13,1.77,1.21,0.56,,,
14,71,69.35,1.65,,,
15,18,16.12,1.88,,,
16,8.07,6.14,1.94,,,
17,7.61,5.63,1.99,,,
18,6.35,4.33,2.02,,,
19,6.31,4.26,2.04,,,
20,3.35,1.33,2.02,,,
21,2.87,0.88,2,,,
22,3.61,1.62,1.98,,,
23,34.88,32.42,2.46,,,
24,22.5,19.78,2.72,,,
25,7.95,5.2,2.75,,,
26,10.63,7.81,2.82,,,
27,195.6,189.82,5.78,,,
28,240.8,231.46,9.34,,,
29,55.3,45.43,9.87,,,
30,75.39,64.69,10.7,,,
1,49.35,38.26,11.09,,,
2,155,141.88,13.12,,,
3,70,56.25,13.75,,,
4,40.88,26.97,13.91,,,
5,15.14,1.49,13.65,,,
6,13.23,0,13.23,,,
7,156.7,141.49,15.21,,,
8,49.25,33.81,15.44,,,
9,54,38.26,15.74,,,
10,71.9,55.59,16.31,,,
11,39.18,22.83,16.35,,,
12,15.36,0,15.36,,,
13,12.8,0,12.8,,,
14,11.2,0,11.2,,,
15,9.44,0,9.44,,,
16,8.3,0,8.3,,,
17,16.75,8.48,8.27,,,
18,15.1,6.89,8.21,,,
19,9.67,1.6,8.07,,,
20,7.82,0,7.82,,,
21,44.38,36.14,8.24,,,
22,82.8,73.56,9.24,,,
23,20,10.77,9.23,,,
24,14.87,5.74,9.13,,,
25,10.4,1.43,8.97,,,
26,9.86,1.05,8.81,,,
27,6.63,0,6.63,,,
28,8.18,1.66,6.52,,,
29,8.27,1.85,6.42,,,
30,8.4,2.08,6.32,,,
31,5.93,0,5.93,,,
1,6.68,0.86,5.82,,,
2,5.58,0,5.58,,,
3,5.82,0.35,5.47,,,
4,5.98,0.6,5.37,,,
5,94.15,87.49,6.66,,,
6,400,387.33,12.67,,,
7,686.3,663.35,22.95,,,
8,355.8,328.1,27.7,,,
9,185.4,155.78,29.62,,,
10,116.8,86.4,30.4,,,
11,241.9,208.8,33.1,,,
12,381.6,343.7,37.9,,,
13,169,129.8,39.2,,,
14,511.5,465.69,45.81,,,
15,18,0,18,,,
16,1605,1562.56,42.44,,,
17,92.4,50.01,42.39,,,
18,319.3,273.42,45.88,,,
19,115.6,69.53,46.07,,,
20,139,92.39,46.61,,,
21,168.6,121,47.6,,,
22,96.11,48.69,47.42,,,
23,219.7,170.52,49.18,,,
24,155.3,105.43,49.87,,,
25,946.7,883.8,62.9,,,
26,251.1,186.49,64.61,,,
27,828,752.74,75.26,,,
28,163.3,88.14,75.16,,,
29,117.9,43.55,74.35,,,
30,99.97,26.69,73.28,,,
31,112.9,40.44,72.46,,,
1,432.8,356.14,76.66,,,
2,138.2,62.08,76.12,,,
3,112,36.82,75.18,,,
4,90.54,16.6,73.94,,,
5,79.53,6.96,72.57,,,
6,52.19,0,52.19,,,
7,48.71,0,48.71,,,
8,41.55,0,41.55,,,
9,37.88,0,37.88,,,
10,37,0,37,,,
11,39.64,3.33,36.31,,,
12,35.84,0.25,35.59,,,
13,31.16,0,31.16,,,
14,27.95,0,27.95,,,
15,24.72,0,24.72,,,
16,23.03,0,23.03,,,
17,20,0,20,,,
18,19.82,0.22,19.6,,,
19,17.26,0,17.26,,,
20,16.72,0,16.72,,,
21,16.46,0.07,16.39,,,
22,22.6,6.44,16.16,,,
23,15.82,0,15.82,,,
24,15,0,15,,,
25,14.61,0,14.61,,,
26,16.33,1.98,14.35,,,
27,14.97,0.89,14.08,,,
28,14.77,0.96,13.81,,,
29,13.41,0,13.41,,,
30,12.52,0,12.52,,,
1,12,0,12,,,
2,11,0,11,,,
3,11.11,0.32,10.79,,,
4,9.79,0,9.79,,,
5,10.01,0.41,9.6,,,
6,8.92,0,8.92,,,
7,9.74,0.98,8.76,,,
8,9.5,0.9,8.6,,,
9,9.1,0.66,8.44,,,
10,8.5,0.23,8.27,,,
11,8.46,0.35,8.11,,,
12,8,0.05,7.95,,,
13,7.78,0,7.78,,,
14,7.55,0,7.55,,,
15,7.6,0.2,7.4,,,
16,7.67,0.42,7.26,,,
17,7.17,0.06,7.11,,,
18,7.05,0.07,6.97,,,
19,6.85,0.02,6.83,,,
20,7,0.29,6.7,,,
21,6.49,0,6.49,,,
22,6.7,0.34,6.36,,,
23,6.76,0.52,6.24,,,
24,6.69,0.56,6.13,,,
25,6.59,0.58,6.01,,,
26,6.38,0.48,5.9,,,
27,6.38,0.59,5.79,,,
28,6.25,0.56,5.69,,,
29,6,0.42,5.58,,,
30,5.3,0,5.3,,,
31,5.1,0,5.1,,,
1,5.54,0.53,5.01,,,
2,4.92,0.01,4.91,,,
3,4.76,0,4.76,,,
4,4.75,0.08,4.67,,,
5,4,0,4,,,
6,3.99,0.06,3.92,,,
7,3.78,0,3.78,,,
8,3.58,0,3.58,,,
9,3.81,0.3,3.51,,,
10,3.82,0.37,3.45,,,
11,3.67,0.28,3.39,,,
12,3.5,0.18,3.32,,,
13,3.2,0,3.2,,,
14,3.2,0.06,3.14,,,
15,3.16,0.09,3.08,,,
16,3,0,3,,,
17,3,0.06,2.94,,,
18,2.78,0,2.78,,,
19,2.75,0.02,2.73,,,
20,2.62,0,2.62,,,
21,2.42,0,2.42,,,
22,2.44,0.07,2.38,,,
23,3,0.66,2.34,,,
24,3.2,0.89,2.31,,,
25,3.2,0.92,2.28,,,
26,3.5,1.25,2.25,,,
27,3.5,1.27,2.23,,,
28,2.6,0.42,2.19,,,
29,2.61,0.46,2.15,,,
30,2.55,0.43,2.12,,,
1,2.39,0.31,2.08,,,
2,2.72,0.68,2.05,,,
3,2.7,0.68,2.02,,,
4,2.82,0.83,1.99,,,
5,2.42,0.46,1.96,,,
6,2.36,0.44,1.93,,,
7,2.4,0.5,1.89,,,
8,2.35,0.48,1.86,,,
9,2.26,0.43,1.83,,,
10,2.27,0.47,1.8,,,
11,2.31,0.53,1.78,,,
12,2.66,0.9,1.76,,,
13,2.42,0.69,1.73,,,
14,2.22,0.52,1.71,,,
15,2.16,0.48,1.68,,,
16,2.2,0.55,1.65,,,
17,2.3,0.67,1.63,,,
18,2.43,0.82,1.61,,,
19,2.39,0.79,1.59,,,
20,2.59,1.01,1.58,,,
21,2.38,0.82,1.56,,,
22,2.33,0.79,1.54,,,
23,2.53,1,1.52,,,
24,2.5,0.99,1.51,,,
25,2.5,1,1.5,,,
26,2.51,1.03,1.48,,,
27,7.84,6.29,1.55,,,
28,7.21,5.6,1.61,,,
